score,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed,Label
4,Terlalu mahal tiketnya sedangkan fasilitas belum selesai dikerjakan.,terlalu mahal tiketnya sedangkan fasilitas belum selesai dikerjakan,mahal tiketnya fasilitas selesai,"['mahal', 'tiketnya', 'fasilitas', 'selesai']",mahal tiket fasilitas selesai,positif
1,Tempat belum siap. Saat kami kunjungi. Nyamuk banyak sekali. Lumpur dan mbletok dimana mana.. akses manusia seperti off road.. …,tempat belum siap saat kami kunjungi nyamuk banyak sekali lumpur dan mbletok dimana mana akses manusia seperti off road ,kunjungi nyamuk lumpur mbletok dimana akses manusia off road,"['kunjungi', 'nyamuk', 'lumpur', 'mbletok', 'dimana', 'akses', 'manusia', 'off', 'road']",kunjung nyamuk lumpur mbletok mana akses manusia off road,negatif
5,"Di rekomendasikan buat yg sayang dgn kluarga, ank2 dan org tersayang, untuk sgala kalangan,. Sahabat, rekan kntor ,.. , kalo ingin melihat pertunjukan lumba lumba di anjurkan datng jgn lwat dari jam 15:00pm(sore) krna show lumba2 tutup jam …",di rekomendasikan buat yg sayang dgn kluarga ank2 dan org tersayang untuk sgala kalangan sahabat rekan kntor   kalo ingin melihat pertunjukan lumba lumba di anjurkan datng jgn lwat dari jam 1500pmsore krna show lumba2 tutup jam ,rekomendasikan yg sayang dgn kluarga ank2 org tersayang sgala kalangan sahabat rekan kntor kalo pertunjukan lumba lumba anjurkan datng jgn lwat jam 1500pmsore krna show lumba2 tutup jam,"['rekomendasikan', 'yg', 'sayang', 'dgn', 'kluarga', 'ank2', 'org', 'tersayang', 'sgala', 'kalangan', 'sahabat', 'rekan', 'kntor', 'kalo', 'pertunjukan', 'lumba', 'lumba', 'anjurkan', 'datng', 'jgn', 'lwat', 'jam', '1500pmsore', 'krna', 'show', 'lumba2', 'tutup', 'jam']",rekomendasi yg sayang dgn kluarga ank2 org sayang sgala kalang sahabat rekan kntor kalo tunjuk lumba lumba anjur datng jgn lwat jam 1500pmsore krna show lumba2 tutup jam,positif
4,Merupakan pengalaman yang baik untuk perjalanan sehari. Bersenang-senang dengan banyak kegiatan meskipun banyak kegiatan yang tutup.,merupakan pengalaman yang baik untuk perjalanan sehari bersenangsenang dengan banyak kegiatan meskipun banyak kegiatan yang tutup,pengalaman perjalanan sehari bersenangsenang kegiatan kegiatan tutup,"['pengalaman', 'perjalanan', 'sehari', 'bersenangsenang', 'kegiatan', 'kegiatan', 'tutup']",alam jalan hari bersenangsenang giat giat tutup,positif
5,Enak bersih parkir luas..fasilitas musola kamar mandi bersih,enak bersih parkir luasfasilitas musola kamar mandi bersih,enak bersih parkir luasfasilitas musola kamar mandi bersih,"['enak', 'bersih', 'parkir', 'luasfasilitas', 'musola', 'kamar', 'mandi', 'bersih']",enak bersih parkir luasfasilitas musola kamar mandi bersih,positif
5,"Secara keseluruhan solid, meski masih dalam tahap pengembangan.",secara keseluruhan solid meski masih dalam tahap pengembangan,solid tahap pengembangan,"['solid', 'tahap', 'pengembangan']",solid tahap kembang,positif
2,"2 ajalah bintangnya. karena yg menarik di lumba²nya aja. daaaannn percuma kasih voucher sih menurutku, karena banyak syarat buat tukerinnya, harus yg ini itu, ngga boleh ini itu, berakhir ngga jd dipake vouchernya, mending ngga usah dikasih sekalian sih. padahal dulu gampang banget tuker voucher didalem, makanan minuman apapun.",2 ajalah bintangnya karena yg menarik di lumbanya aja daaaannn percuma kasih voucher sih menurutku karena banyak syarat buat tukerinnya harus yg ini itu ngga boleh ini itu berakhir ngga jd dipake vouchernya mending ngga usah dikasih sekalian sih padahal dulu gampang banget tuker voucher didalem makanan minuman apapun,2 ajalah bintangnya yg menarik lumbanya aja daaaannn kasih voucher sih menurutku syarat tukerinnya yg ngga ngga jd dipake vouchernya mending ngga dikasih sih gampang banget tuker voucher didalem makanan minuman apapun,"['2', 'ajalah', 'bintangnya', 'yg', 'menarik', 'lumbanya', 'aja', 'daaaannn', 'kasih', 'voucher', 'sih', 'menurutku', 'syarat', 'tukerinnya', 'yg', 'ngga', 'ngga', 'jd', 'dipake', 'vouchernya', 'mending', 'ngga', 'dikasih', 'sih', 'gampang', 'banget', 'tuker', 'voucher', 'didalem', 'makanan', 'minuman', 'apapun']",2 aja bintang yg tarik lumbanya aja daaaannn kasih voucher sih turut syarat tukerinnya yg ngga ngga jd dipake vouchernya mending ngga kasih sih gampang banget tuker voucher dalem makan minum apa,negatif
5,"Bagus masih dalam proses pembangungan, hewan lumayan lah untuk makanan dan minuman sedikit pricey yaa",bagus masih dalam proses pembangungan hewan lumayan lah untuk makanan dan minuman sedikit pricey yaa,bagus proses pembangungan hewan lumayan makanan minuman pricey yaa,"['bagus', 'proses', 'pembangungan', 'hewan', 'lumayan', 'makanan', 'minuman', 'pricey', 'yaa']",bagus proses pembangungan hewan lumayan makan minum pricey yaa,positif
4,"Safari Beach Jateng

Merupakan tempat wisata berupa pantai yang berada di Batang sekaligus sebagai …",safari beach jatengmerupakan tempat wisata berupa pantai yang berada di batang sekaligus sebagai ,safari beach jatengmerupakan wisata pantai batang,"['safari', 'beach', 'jatengmerupakan', 'wisata', 'pantai', 'batang']",safari beach jatengmerupakan wisata pantai batang,positif
4,"Lumayan jauh ya dari semarang kota, kesana pas direnovasi jadi kurang puas hehe.. tempat bagus nyaman banyak binatang di mini zoo nya.. kesana pas minggu tp kok sepi apa karna udh jam 4 sore ya jd sudah pada pulang.. toilet bersih, lumba2 …",lumayan jauh ya dari semarang kota kesana pas direnovasi jadi kurang puas hehe tempat bagus nyaman banyak binatang di mini zoo nya kesana pas minggu tp kok sepi apa karna udh jam 4 sore ya jd sudah pada pulang toilet bersih lumba2 ,lumayan ya semarang kota kesana pas direnovasi puas hehe bagus nyaman binatang mini zoo nya kesana pas minggu tp sepi karna udh jam 4 sore ya jd pulang toilet bersih lumba2,"['lumayan', 'ya', 'semarang', 'kota', 'kesana', 'pas', 'direnovasi', 'puas', 'hehe', 'bagus', 'nyaman', 'binatang', 'mini', 'zoo', 'nya', 'kesana', 'pas', 'minggu', 'tp', 'sepi', 'karna', 'udh', 'jam', '4', 'sore', 'ya', 'jd', 'pulang', 'toilet', 'bersih', 'lumba2']",lumayan ya semarang kota kesana pas renovasi puas hehe bagus nyaman binatang mini zoo nya kesana pas minggu tp sepi karna udh jam 4 sore ya jd pulang toilet bersih lumba2,positif
5,"Pas disana rasanya nggak pengin pulaaang....ramah semua, puas banget lihat atraksi lumba-lumbanya, pantainya sangat menyenangkan....terima kasih Beach Safari Batang....kapan kapan mau kesini lagiiii...⭐⭐⭐⭐⭐",pas disana rasanya nggak pengin pulaaangramah semua puas banget lihat atraksi lumbalumbanya pantainya sangat menyenangkanterima kasih beach safari batangkapan kapan mau kesini lagiiii,pas disana nggak pengin pulaaangramah puas banget lihat atraksi lumbalumbanya pantainya menyenangkanterima kasih beach safari batangkapan kesini lagiiii,"['pas', 'disana', 'nggak', 'pengin', 'pulaaangramah', 'puas', 'banget', 'lihat', 'atraksi', 'lumbalumbanya', 'pantainya', 'menyenangkanterima', 'kasih', 'beach', 'safari', 'batangkapan', 'kesini', 'lagiiii']",pas sana nggak pengin pulaaangramah puas banget lihat atraksi lumbalumbanya pantai menyenangkanterima kasih beach safari batangkapan kesini lagiiii,positif
4,"recomend bisa main air di pantai dan liat hewan"" di kebun binatang ,",recomend bisa main air di pantai dan liat hewan di kebun binatang ,recomend main air pantai liat hewan kebun binatang,"['recomend', 'main', 'air', 'pantai', 'liat', 'hewan', 'kebun', 'binatang']",recomend main air pantai liat hewan kebun binatang,positif
4,"Tempat luas, Nyaman ,bnyk tempat duduk, pohonnya rindang ada bnyk mkn jga",tempat luas nyaman bnyk tempat duduk pohonnya rindang ada bnyk mkn jga,luas nyaman bnyk duduk pohonnya rindang bnyk mkn jga,"['luas', 'nyaman', 'bnyk', 'duduk', 'pohonnya', 'rindang', 'bnyk', 'mkn', 'jga']",luas nyaman bnyk duduk pohon rindang bnyk mkn jga,positif
5,Oke,oke,oke,['oke'],oke,positif
4,Masih proses pembangunan..trs sblm masuk ke area sini udh dimintain parkir sm pemda setempat..jd bayar parkir 2x..yg menarik dsna it pertunjukan lumba2..tiket masuk blm termasuk tiket naik hewan2 dsna atau feeding animal dsna,masih proses pembangunantrs sblm masuk ke area sini udh dimintain parkir sm pemda setempatjd bayar parkir 2xyg menarik dsna it pertunjukan lumba2tiket masuk blm termasuk tiket naik hewan2 dsna atau feeding animal dsna,proses pembangunantrs sblm masuk area udh dimintain parkir sm pemda setempatjd bayar parkir 2xyg menarik dsna it pertunjukan lumba2tiket masuk blm tiket hewan2 dsna feeding animal dsna,"['proses', 'pembangunantrs', 'sblm', 'masuk', 'area', 'udh', 'dimintain', 'parkir', 'sm', 'pemda', 'setempatjd', 'bayar', 'parkir', '2xyg', 'menarik', 'dsna', 'it', 'pertunjukan', 'lumba2tiket', 'masuk', 'blm', 'tiket', 'hewan2', 'dsna', 'feeding', 'animal', 'dsna']",proses pembangunantrs sblm masuk area udh dimintain parkir sm pemda setempatjd bayar parkir 2xyg tarik dsna it tunjuk lumba2tiket masuk blm tiket hewan2 dsna feeding animal dsna,positif
5,"Bagusss, tempatnya dipinggri pantai, hewannya lumayann banyak",bagusss tempatnya dipinggri pantai hewannya lumayann banyak,bagusss tempatnya dipinggri pantai hewannya lumayann,"['bagusss', 'tempatnya', 'dipinggri', 'pantai', 'hewannya', 'lumayann']",bagusss tempat dipinggri pantai hewan lumayann,positif
5,Tempat yang cocok untuk liburan keluarga..,tempat yang cocok untuk liburan keluarga,cocok liburan keluarga,"['cocok', 'liburan', 'keluarga']",cocok libur keluarga,positif
4,"Menurut saya pribadi … hewan nya sangat sedikit… jadi kurang banget…. Mungkin masih perlu pembenahan lagi…
Menurut saya di bandingkan safari safari yg lain hanya safari beach jateng ini …",menurut saya pribadi  hewan nya sangat sedikit jadi kurang banget mungkin masih perlu pembenahan lagimenurut saya di bandingkan safari safari yg lain hanya safari beach jateng ini ,pribadi hewan nya banget pembenahan lagimenurut bandingkan safari safari yg safari beach jateng,"['pribadi', 'hewan', 'nya', 'banget', 'pembenahan', 'lagimenurut', 'bandingkan', 'safari', 'safari', 'yg', 'safari', 'beach', 'jateng']",pribadi hewan nya banget benah lagimenurut banding safari safari yg safari beach jateng,positif
4,"Pertama kesini 2021 dan baru berkunjung lg Nov 24.
htm 65 dewasa, 45 anak², parkir mobil 10 untuk weekend. Kmrn sy beli tiket online dan ada potongan. Fasilitasnya banyak yg sdh dibenahi dan skrg ada restonya …",pertama kesini 2021 dan baru berkunjung lg nov 24htm 65 dewasa 45 anak parkir mobil 10 untuk weekend kmrn sy beli tiket online dan ada potongan fasilitasnya banyak yg sdh dibenahi dan skrg ada restonya ,kesini 2021 berkunjung lg nov 24htm 65 dewasa 45 anak parkir mobil 10 weekend kmrn sy beli tiket online potongan fasilitasnya yg sdh dibenahi skrg restonya,"['kesini', '2021', 'berkunjung', 'lg', 'nov', '24htm', '65', 'dewasa', '45', 'anak', 'parkir', 'mobil', '10', 'weekend', 'kmrn', 'sy', 'beli', 'tiket', 'online', 'potongan', 'fasilitasnya', 'yg', 'sdh', 'dibenahi', 'skrg', 'restonya']",kesini 2021 kunjung lg nov 24htm 65 dewasa 45 anak parkir mobil 10 weekend kmrn sy beli tiket online potong fasilitas yg sdh benah skrg restonya,positif
5,"Sangat bermanfaat untuk anak² mengenal hewan² di sekitar.
.
Safari beach 2024 sangat banyak perubahan, dan lebih tertata. Baguss bangettt",sangat bermanfaat untuk anak mengenal hewan di sekitarsafari beach 2024 sangat banyak perubahan dan lebih tertata baguss bangettt,bermanfaat anak mengenal hewan sekitarsafari beach 2024 perubahan tertata baguss bangettt,"['bermanfaat', 'anak', 'mengenal', 'hewan', 'sekitarsafari', 'beach', '2024', 'perubahan', 'tertata', 'baguss', 'bangettt']",manfaat anak kenal hewan sekitarsafari beach 2024 ubah tata baguss bangettt,positif
5,"Menyenangkan
Jarak tempuh dari kost Ridoi Illahi tali asih jatisari ke lokasi kira2 45 km
Mantap luar biasa",menyenangkanjarak tempuh dari kost ridoi illahi tali asih jatisari ke lokasi kira2 45 kmmantap luar biasa,menyenangkanjarak tempuh kost ridoi illahi tali asih jatisari lokasi kira2 45 kmmantap,"['menyenangkanjarak', 'tempuh', 'kost', 'ridoi', 'illahi', 'tali', 'asih', 'jatisari', 'lokasi', 'kira2', '45', 'kmmantap']",menyenangkanjarak tempuh kost ridoi illahi tali asih jatisari lokasi kira2 45 kmmantap,positif
5,Bagus sekali saya sukaa,bagus sekali saya sukaa,bagus sukaa,"['bagus', 'sukaa']",bagus sukaa,positif
5,"Fasilitas kursi,musola,tempat bilas komplit tidak bayar.pantai bersih tertata.",fasilitas kursimusolatempat bilas komplit tidak bayarpantai bersih tertata,fasilitas kursimusolatempat bilas komplit bayarpantai bersih tertata,"['fasilitas', 'kursimusolatempat', 'bilas', 'komplit', 'bayarpantai', 'bersih', 'tertata']",fasilitas kursimusolatempat bilas komplit bayarpantai bersih tata,positif
5,"Tempat bertamasya yang asik untuk keluarga, ada mini zoo, dolphin show, pantai, tempat makan. Harga tiket dewasa 65rb, anak diatas 2 tahun 45rb, parkir 10rb, waktu kami ke sana dapat voucher makan 10rb per orang. Tiket termasuk nonton …",tempat bertamasya yang asik untuk keluarga ada mini zoo dolphin show pantai tempat makan harga tiket dewasa 65rb anak diatas 2 tahun 45rb parkir 10rb waktu kami ke sana dapat voucher makan 10rb per orang tiket termasuk nonton ,bertamasya asik keluarga mini zoo dolphin show pantai makan harga tiket dewasa 65rb anak diatas 2 45rb parkir 10rb voucher makan 10rb orang tiket nonton,"['bertamasya', 'asik', 'keluarga', 'mini', 'zoo', 'dolphin', 'show', 'pantai', 'makan', 'harga', 'tiket', 'dewasa', '65rb', 'anak', 'diatas', '2', '45rb', 'parkir', '10rb', 'voucher', 'makan', '10rb', 'orang', 'tiket', 'nonton']",tamasya asik keluarga mini zoo dolphin show pantai makan harga tiket dewasa 65rb anak atas 2 45rb parkir 10rb voucher makan 10rb orang tiket nonton,positif
5,"Staff nya sangat ramah , kamar mandi bersih, ikan fresh ...
Mantabh !!!",staff nya sangat ramah  kamar mandi bersih ikan fresh mantabh ,staff nya ramah kamar mandi bersih ikan fresh mantabh,"['staff', 'nya', 'ramah', 'kamar', 'mandi', 'bersih', 'ikan', 'fresh', 'mantabh']",staff nya ramah kamar mandi bersih ikan fresh mantabh,positif
5,"Kebun binatang dengan konsep berbeda, menggabungkan kebun binatang dengan wisata pantai.. keren sekali",kebun binatang dengan konsep berbeda menggabungkan kebun binatang dengan wisata pantai keren sekali,kebun binatang konsep berbeda menggabungkan kebun binatang wisata pantai keren,"['kebun', 'binatang', 'konsep', 'berbeda', 'menggabungkan', 'kebun', 'binatang', 'wisata', 'pantai', 'keren']",kebun binatang konsep beda gabung kebun binatang wisata pantai keren,positif
5,Terima kasih,terima kasih,terima kasih,"['terima', 'kasih']",terima kasih,positif
5,Sebaiknya disediakan dan disewakan mobil golf atau apalah untuk mempermudah manula dan disabilitas,sebaiknya disediakan dan disewakan mobil golf atau apalah untuk mempermudah manula dan disabilitas,disediakan disewakan mobil golf apalah mempermudah manula disabilitas,"['disediakan', 'disewakan', 'mobil', 'golf', 'apalah', 'mempermudah', 'manula', 'disabilitas']",sedia sewa mobil golf apa mudah manula disabilitas,positif
5,"Tempat kebun binatangnya ngga terlalu luas jadi ga capek buat muter2, dan ga ngebosenin karna ada show yg menarik. …",tempat kebun binatangnya ngga terlalu luas jadi ga capek buat muter2 dan ga ngebosenin karna ada show yg menarik ,kebun binatangnya ngga luas ga capek muter2 ga ngebosenin karna show yg menarik,"['kebun', 'binatangnya', 'ngga', 'luas', 'ga', 'capek', 'muter2', 'ga', 'ngebosenin', 'karna', 'show', 'yg', 'menarik']",kebun binatang ngga luas ga capek muter2 ga ngebosenin karna show yg tarik,positif
5,Taman safarinya jawa tengah yang ada di batang,taman safarinya jawa tengah yang ada di batang,taman safarinya jawa batang,"['taman', 'safarinya', 'jawa', 'batang']",taman safari jawa batang,positif
5,Sangat asyik dan seru,sangat asyik dan seru,asyik seru,"['asyik', 'seru']",asyik seru,positif
5,"Dateng malam minggu nonton show nya, pretty entertaining. Suka! Semoga makin berkembang ya..",dateng malam minggu nonton show nya pretty entertaining suka semoga makin berkembang ya,dateng malam minggu nonton show nya pretty entertaining suka semoga berkembang ya,"['dateng', 'malam', 'minggu', 'nonton', 'show', 'nya', 'pretty', 'entertaining', 'suka', 'semoga', 'berkembang', 'ya']",dateng malam minggu nonton show nya pretty entertaining suka moga kembang ya,positif
5,Keren... Toppp.. harus kesana buat yg belum pernah kesana.. Apalagi show Fire Dance nya keren...,keren toppp harus kesana buat yg belum pernah kesana apalagi show fire dance nya keren,keren toppp kesana yg kesana show fire dance nya keren,"['keren', 'toppp', 'kesana', 'yg', 'kesana', 'show', 'fire', 'dance', 'nya', 'keren']",keren toppp kesana yg kesana show fire dance nya keren,positif
5,menyesap,menyesap,menyesap,['menyesap'],sesap,positif
4,"Kalau mau ke sini, lebih enak sih seharian sekalian.. Karena apa? Kalau cuman setengah hari anak2 kurang puas. Gak bisa main air dan lihat pertunjukan2 nya. Pagi nya bisa ke safari beach dulu.. Nanti sorean baru ke pantai sigandunya …",kalau mau ke sini lebih enak sih seharian sekalian karena apa kalau cuman setengah hari anak2 kurang puas gak bisa main air dan lihat pertunjukan2 nya pagi nya bisa ke safari beach dulu nanti sorean baru ke pantai sigandunya ,enak sih seharian cuman anak2 puas gak main air lihat pertunjukan2 nya pagi nya safari beach sorean pantai sigandunya,"['enak', 'sih', 'seharian', 'cuman', 'anak2', 'puas', 'gak', 'main', 'air', 'lihat', 'pertunjukan2', 'nya', 'pagi', 'nya', 'safari', 'beach', 'sorean', 'pantai', 'sigandunya']",enak sih hari cuman anak2 puas gak main air lihat pertunjukan2 nya pagi nya safari beach sore pantai sigandunya,positif
