Name,content,score
E R R E M Y,"bintang 5 buat dr. novan , baru tau ternyata ada dokter spesialis mikrobiologi 😁, dr nya ganteng , ramah pol, ngejelasin sama pasien detail sama murah senyum , andai semua dokter kek gini .. 😁😁 …",5
Fati Randa,"Satpam atau rekan satpam yang jaga malam hari Rabu tanggal 18 Oktober 2023 sungguh* tidak punya rasa empati, saat saya bawa darah utk transfusi ibuk saya, saya tidak diarahkan sama sekali bagaimana caranya utk masuk ke gerbang belakang, …",1
Jazilatur rohmah,"Untuk pelayanan IGD ok, tapi setelah masuk ruangan ICU parah banget pelayanannya, dokter jaganya baru bicara kondisi pasien kalau ditanya, kalau diem ya kaya nggak diurusin, 1lg, ruang ICU katanya yg jaga maksimal 1org, tp nyatanya kluar …",1
Dalihin Antoni Yusuf,"Mohon maaf, kebetulan baru pertama daftar ke RS ini, kebetulan saya dapat pelayananya sangat kurang Ramah dari mulai bagian Ponek dan lalu dibawa ke
R.Melati' bahkan sempet tertukar ruangan, yah penanganan nya juga kurang cepat, …",3
Salma Arifia Dewi,"Terimakasih Rsud kajen,,, info loker dongg, uhuy 🔥🔥 …",5
Eka Zahrotun,"Tempat praktek saya, perawatnya ramah, baik, kami sebagai mahasiswa profesi merasa sangat beruntung karena para perawat membimbing saya dengan sabar, mau berbagi ilmu mereka, dan mendidik kami agar kelak jadi perawat yg baik dan profesional.",5
Rohmi Yati,"Suwun rsud kajen,  terima sudah merawat bpk saya",5
Triwidip,Terima kasih RSUD Kajen,5
Tohirun,Semua petugas n perawat galak galak,1
Jhony Jangkrek,"bintangnya 5 tapi pelayanan bpjs rawat jalan dipersulit, bpjs tidak boleh online, online hanya untuk umum padahal bpjs jga bayar tiap bulan, knpa bpjs ga boleh online?",2
Rachmi Anindya,"Perawatnya ramah ramah, ruangannya juga bersih",5
susi oktaviyani,"Alhamdulillah RSUD yang bermanfaat membantu kesehatan orang banyak...
Jayalah Rumah sakit Kajen Kabupaten Pekalongan...bermutu berdaya saing dan demi kemanusiaan....♥️",5
Alfiyah Kurniawati Ulfa,No review text,5
Han Nung,No review text,5
aura fashion,Pelayanan terbaik.,5
Kundriyah Nardi,Pelayanan puas,5
Risqi Mazidah,No review text,5
Anak Haram,Terima kasih suster rsud kajen... Semoga sehat selalu untuk bisa merawat warga pekalongan dan sekitarnya,5
Anton Wastono,"Pelayanannya cukup memuaskan,pegawainya ramah,sopan dan gaul²",5
Aris Aris,"Rumah sakitnya enak udaranya,bisa pakai bpjs",5
Bambang,No review text,5
Dwi Ida,No review text,5
Della Ameylia,Kurang kamar mandi,4
Ahmad faizin,"Saya kelg pasien ruang teratai
Alhamdulilah perawat nya ramah.respon cepat
Ruangan cukup nyaman
..",5
Hendi Rohmansyah,"Rsud kajen tempatnya homey,sejuk...pelayanan ramah..perawatnya ramah...bravo rsud kajen...",5
Fitria Hidayah,"Tempatnya luas, sejuk ,pake bpjs gratis tis,,",5
Dewi ratnasari hadir Dewi,Trimksih rsud kajen.. .. wlpun dengan Program gratis plyananya tetap bagus dn perawatanya ramah,5
Citra Fitriani,"RSUD KAJEN pelayanan nya sangat memuaskan, tempatnya asri dan nyaman",5
Arwinda T,"Tersedia akses kursi roda, pelayanan ramah, perlu perbanyak senyum supaya pengunjung tidak salah arti, mungkin itu faktor lelah. …",4
Selamet Sukendar,Pelayanan di RSUD Kajen baik dan petugas beserta perawatnya ramah2.,5
Tama Alvizuma,di rumah sakit RSUD KAJEN playanan perawatnya sangat bgus   sllu siap siaga.dan dokternya rama...ruangan sllu bersih...alhamdulillah bisa sehat..TRIMAKASIH,5
Setya ade Purwandi,No review text,5
Farhah Aininda,"Rumah sakitnya asri,dokter,perawat dan petugasnya ramah2,murah senyum.Terimakasih RSUD Kajen,smoga semakin maju dan mjd yang terdepan di Pekalongan,",5
ajeng Wulandari,No review text,5
Huda Kaji,"Alhamdulillah mendapatkan pelayanan yg baik di RSUD Kajen..
🙏🏻🙏🏻🙏🏻 …",5
Nono Karyanto,"Pelayanannya bagus,ramah",5
Ifan Grafika,No review text,5
Wiwin Dwi Nugroho,No review text,5
Eni Ratnawati,Pelayanan sangat bagus dan fasilitasnya lengkap,5
Roxy Phone,Trimakasih rsud kajen .. Krn telah merawat klg saya dg sepenuh hati krg lbh 3 minggu di rs..,5
Lusi eka,Alhamdulillah..RSUD KAJEN pelayanannya SDH lebih baik semoga RSUD KAJEN semakin sukses dan maju,5
Yusron Arnuq,Pelayanan di rsud kajen bagus. Semua dilayani dengan baik apalagi pelayanan bpjs nya gampang.,5
Dwi Puji Lestari,"Rumah sakitnya bersih dan nyaman, suasananya sejuk, semoga semakin maju dan sukses.",5
Teguh Pujiati,No review text,5
Sri ndaru Ngastuti,"Pelayanan cukup bagus , dokternya ramah, dan petugas yg lain juga baik 👍👍 …",5
Arimukti Septian,"Pelayanan bagus, dan nyaman.",5
Dika Ananda,Mantap RSUD Kajen,5
Bilal Alfarisky,"Saya penunggu pasien ruang teratai
Pelayanan nya sangat baik dan petugasnya ramah2 dan zag zeg
Semoga kedepannya akan semakin baik lagi..",5
Ike Asmoro,"Alhamdulillah d RSUD kajen sangat membantu kami mendapatkan fasilitas kesehatan,bisa BPJS kalaupun TDK punya ada program gratis dr daerah yaitu PG (program gratis), pelayananan memuaskan, petugasnya juga ramah2, matur nuwun RSUD KAJEN...",5
anis sabatini,Perawatnya ramah2... Saya caesar di rsud kajen 2017... Pelayananya profesional... Trimkasih rsud kajen...,5
Purningsih,"Terima kasih atas pelayanan nya, sy PS Dr R. Matahari , Bu taxxxx..",5
Fanesa Editasari,"RSUD yang sangat bagus pelayanan nya,",5
Dita Febriyana,"Pelayanannya ramah,dan semakin maju",5
Erna Wati,Fasilitas makin lengkap,5
arum puspitasari,"Pelayanan semakin baik, mudah2an fasilitas kesehatannya semakin baik",5
intan risana,rumah sakit hijau,5
Muhamad Ansori,No review text,5
Utami Rahayu,Pelayanan 👍 …,5
Taufik Aida,Alhamdulillah termasuk RS yang ada program gratis...,5
Dila Pratiwi,"Selama praktik di kajen saya mendapat banyak ilmu yang dari saya belum tau jadi tau, pelayanan nya bagus, perawat dan pegawainya baik baik, sabar, telaten, cekatan",5
Edy Sem,pelayanan ramah..cepat pelayanany.  melayani pasien Umum . Bpjs . Program Gratis. bagi yg benar benar tidak mampu.. bisa di bantu Rumah Zakat.,5
Andi Baraka,Pelayananya bagus,5
Bayu Febriand,Pertahankan kualitasnya 👍🏼 …,5
siti ratinah,Pelayanan ramah dan baik..,5
ade wahyudi,"Pelayanan baik, dokter nya jg ramah. Pengalaman operasi anak saya di RSUD Kajen. Alhamdulillah sekarang sudah sembuh.",5
Susa Tik,"Pelayanan sgt memuaskan ibu saya jg sllu terapi bnr2 baik2, gratis pula",5
No Dee,Dokter Lab nya ganteng pok 😍 …,5
Chenil Abelea,RSUD kajen karyawanNya cute cute,5
Michi Chel,Pelayanan di poli mata baik perawatnya telaten,5
Supinah,No review text,5
Dewi Nur Azizah,Pelayanan baik..perawatnya ramah,5
Rizky Radit,"Anak aq pernah di rawat di ruang flamboyan RSUD Kajen Alhamdulillah dirawat dengan baik,dan sangat memuaskan 👍👍 …",5
Niken Saraswati,No review text,5
Nico Maulana,👍👍👍 …,5
Sri Nunung,"Anak saya pernah dirawat di RSUD Kajen, Alhamdulillah udh sehat sampai skrg. Pelayanan bagus.",5
Eko Farid,"Pelayanannya baik, lingkungannya bersih RSUD KAJEN is the best",5
Pujo Setiyono,No review text,5
Fitriana Dyah,Pelayanan memuaskan,5
Wiwik Indrawati,Alhamdulillah saudara saya operasi myoma di RSUD kajen udah sembuh sampai sekarang.,5
Riris Andriani,No review text,1
Dzikri Ayu,No review text,5
Yusi Widiyanti,No review text,5
cashuri oke,No review text,5
Tri Fitriyani,No review text,5
Dwijayanti Ari,No review text,5
Fitri Nurmala,"Pelayanannya semakin baik, letak strategis. Sukses selalu RSUD Kajen",5
Gatia Yuni,Jayalah RSUD KAJEN,5
Dita Febriyana,Pelayanannya semakin bagus,5
Kamelia Milatin,"RSUD Kajen pelayanannya baik.ruangan bersih,tempatnya nyaman.",5
raffa #na_qilla*,No review text,5
Dewi Dinanti,"pelayanan baik, perawat ramah, ruangan bersih",5
Erwin Ari Irawan,No review text,5
Afi Rohmansyah,RSUD KAJEN pelayanan memuaskan.perawatnya ramah,5
Niar Niar,No review text,5
Ulfiyah Nur Rachmawati,Pelayanan diruang peri perawatnya Ramah tamah pelayanan memuaskan👍👍👍👍👍 …,5
Amalia Solikha,"Pelayanan cepat,ramah",5
Endang Mulyawati,No review text,5
Dani Hanin,Pelayanan RSUD Kajen 👍👍 …,5
Cipto Purwandi,Pelayanan dari semua pihak sangat memuaskan .walaupun pasien menggunakan program bpjs kelas 3.terutama ruang kenanga.semua perawat yang merawat bapak saya dengan baik dan rama.terima kasih,5
Quinn 07,"Pernah melahirkan dan berobat disini, rumah sakit nya bersih, dokter dan perawatnya ramah², penanganannya cepat wlpun pke bpjs,,, 😊 …",5
faidza nendra,"Tempatnya nyaman, polikliniknya lengkap..semoga gedung 4 lantainya cepat selesai y",5
Daliyah Aan,"Alhamdulillah pelayanannya bagus,memuaskan",5
Muhammad Muhadi,Layanan yang memuaskan,5
elvin vita,Biar bintang yang berbicara,5
Dian Ratna sari,"Alhamdulilah... Selama dirawat disini dapat pelayanan yg baik...
Sarana prasarana mungkin lebih ditingkatkan lagii sajaaa",5
Satria,"Pelayanannya bagus,perawatnya ramah2",5
Nur Komariyah,MasyaAllah rsud kajen . Matursuwun sudah berdiri kokoh dengan pelayanan yang baik utk masyarakat.,5
Maghean Ghean,Pelayananan memuaskan,5
Wati Isma,"Rumah sakity luas ,dan bersih udaray sejuk segar, perawatya  jg baik dan ramah trimakasih Rsud kajen sukses selalu .",5
Umi Ajie,"Terimakasih RSUD kajen...
Jayalah selalu... Menolong
Bagi yang membutuhkan …",5
Tio Andi Arifianto,No review text,5
Ubaidillah moh,"Petugas ruang operasi nya supel, ramah jadi ga takut mau di operasi",5
suupri 98,Pelayanan sangat baik,5
Tahta Nurjanah Hasan,"Om saya pernah di rawat di RSUD Kajen pelayanan sangat memuaskan, ramah dan baik sekali 👍👍👍👍👍 …",5
Ina may Aktorianingsih,"Paman saya pernah dirawat diRSUD Kajen pelayanannya baik sekali, ramah👍👍👍👍👍👍 …",5
Amrita 2503,"Pacar saya pernah dirawat dirsud kajen, pelayan sangat baik…👍🏻👍🏻👍🏻👍🏻👍🏻 …",5
Horobi Rider,No review text,5
Setiyono Chanel,💖👍 …,5
JUMADI NORISTIANTORO,Pelayanannya bagus,5
Fauzi Elzhaar,👍👍👍👍👍 …,5
Ridwan sa'idi,No review text,5
Nur Rohmah,RSUD kajen selalu Jaya.. Jaya.. Jayaaaa.... 👍👍 …,5
Nur Armi,No review text,5
Maz Jay,Mantap. Petugas ruang ICU nya cekatan. Ramah2.  Terimakasih bapak ibu perawat ICU.,5
Amir Udin,saya pribadi puas dengan pelayanan di rsud kajen sudah banyak berbenah..,5
Difaa,No review text,5
Lia Leonita,Pelayanan nya sudah bagus.. perawat nya ramah ramah.... Jaga selalu dan pertahankan pelayanan yg optimal dan jaya selalu rsud kajen,5
Nevi Sintarowati,Sangat baik,5
risniyati sutanto,"Alkhmdulillah RSUD yg ramah dan lingkungan yg masih asri,",5
Khoirudin N,"Rumah mungil yang sejuk dan sejuk,,,",5
widya ningrum,"Dengan pendaftaran onlen, memudahkan kontrol rutin sebulan sekali poli jantung untuk ibuku",5
muhammad khairuddin,"Pelayanannya sangat bagus, terimakasih RSUD Kajen",5
RafaelFatah,"Pelayanan sangat bagus, dapat kamar yg fasilitas nya oke",5
Muhammad Jordy,"Sekarang pelayanan poliklinik sudah baik, pemberian informasi apalagi tentang pasien BPJS sudah jelas oleh petugas, jadwal pelayanannya pun sudah sesuai, semoga tetap di pertahankan untuk pelayanannya, baik itu di poliklinik maupun di bagian lainnya. Terima kasih.",5
Rini Setyowati,pelayanan mantapppp👍👍👍👍👍 …,5
souna chenel,"Alhamdulillah pernah dirawat di RSUD kajen, pelayanannya..👍👍👍👍👍 …",5
Siti Fitrohtun,No review text,5
nasywa rani,Pelayanan mantap perawatnya juga ramah👍🏻👍🏻 …,5
Elva Firnanda,"Pelayanan mantep, perawatnya ramah2",5
eka lucisetyawati,Terima kasih kepada RSUD Kajen sudah memberikan pelayanan terbaik kepada keluarga kami.. Sukses selalu RSUD Kajen,5
Amaliyah Amel,"Terimakasih RSUD KAJEN, 👍👍 …",5
khusnul khotimah,👍 …,5
Atik Masruroh,"Pelayanan RSUD Kajen sdh baik,lebih di tingkatkan lagi",5
Teguh Priyanto,Pengalaman sangat baik kontrol pos op orif anak di poli ortopedi 👍👍 …,5
Geg Devri,"Rs nya Asri, bersih, akses cari makanan untuk penunggu jga mudah",5
Lien Widyawati,Matursuwon atas pelayanannya👍 …,5
Saskia Wildan,Walaupun pake bpjs kami bs terlayani dg baik dan ramahhh,5
Ida Ida,No review text,5
Tantie Aufa,Pelayanan di RSUD Kajen..👍👍👍👍👍 …,5
isnaini mahmudah,Rsud kajen bagus pelayanannya. Apalagi pelayanan bpjs gampang dan mudah,5
asiyah ais,"Petugas nya ramah"" 👍👍
Terima kasih RSUD Kajen …",5
Ibu Iza,"Pelayanan ramah, fasilitas lengkap",5
Dina Ruslina,Pelayanan ramah dan fasilitas memadahi,5
dwi zulistiani,No review text,5
Titik Suryati,No review text,5
miftah udin,No review text,5
Yuliwati Hawa,No review text,5
ninik sulfiani,No review text,5
Holik 1210,Top markotop wis lah....,5
Hartono Kaboulator,lihat katakan,5
Ela Yuliarsih,No review text,5
mut naroh,Terus melaju untuk maju RSUD Kajen..,3
Me Sa,Makasih atas pelayanannya mantaab,5
Luvy Permanasari,"Pelayanan bagus, nakesnya ramah, dokternya juga baik, tapi ya itu kalo malam susah keluar jadi kalo butuh apa² susah, semoga kedepannya lebih & tambah baik lagi.
Semangat",5
Musta'in Achyar Fadholy,"peLayanannya ramah, perawatnya baik², fasiLitasnya Lumayan Lengkap..
Lanjutkan..",5
Alma,No review text,5
Siti Fatimah,"Pelayanannya baik,.. Perawatnya ramah2. ..
Terimakasih rsud kjn",5
muripno ripno,Semakin hari pelayanan semakin baik,5
Dhina Lismawati,Alhamdulillah pelayanannya cepat dan memuaskan,5
Mia Yovas,RSUD kajen semakin hari pelayanannya semakin bagus,5
Kusdiyanto Yanto,"RSUD Kajen Kab Pekalongan memberikan pelayanan yang terbaik,Smakin maju",5
Firmania Herdiyatiningtyas,Kebersihan ruang rawat inap perlu diti ngkatkan,5
Raudi Saputra,Alhamdulilah pelayanannya baik 👍 …,5
pa pa chanel,Mantab,5
Dwi Rumsari,Terimakasih RSUD kajen,5
sukirno,Pelayanan sudah bagus untuk area parkir kurang sedikit luas lain lainnya sudah memuaskan,5
Nunung Herryta,Pelayanan semakin baik agar terus ditingkatkan,5
Ibu Elis,No review text,5
Yuvitha Venty,"Pelayanan dan fasilitasnya memuaskan,sukses terus RSUD Kajen",5
Yulipah 1988,Alhamdulillah walaupun Rs negri tp pelayanannya sangat baik..fasilitas lengkap...sukses slalu buat rsud kajen pekalongan,5
Pratiwi Puji Lestari,Terimakasih atas pelayanan d rsud kajen yg semakin maju,5
Yuni Rachmawati,"Pengalaman anak sy masuk IGD kr waktu bermain telinga kebaret besi dan berdarah byk, langsung gercep ditangani oleh perawat yg bertugas , telinga anak sy dijahit dan hasil jahitanpun bagus sehingga tdk meninggalkan bekas jahitan smp sekarang, semua tindakan bisa dicaver BPJS tanpa membayar sepeserpen",5
Nur Zia,"Pernah nungguin mertua opname di sini,ternyata semua gratis.fasilitas yg di dpt jg sama dg yg bayar.",5
Mifta Rozak,"Terimakasih pelayanan di RSUD Kajen baik dan ramah, tidak membedakan Pasien BPJS dan Pasien Umum dalam pelayanan, semoga tambah maju dan sukses untuk RSUD Kajen",5
M. SYUKRON,"Petugas ramah, dokternya baik",5
Miftahul Ulum,No review text,5
Imam Prasetyo,semoga di buka pelayanan poliklinik siang...,5
Naufal,Pelayanan serta fasilitas sangat memadai,5
aina fatiha,mantap👍👍 …,5
Bintang Ramadhan,"Pelayanan baik, tempatnya bersih dan orang-orang nya ramah",5
M1la pkl1,"RSUD Kajen sudah mulai berbenah untuk lebih baik dan lebih baik lagi ke depannya, penanganan dengan respon cepat, tetep semangat buat karyawan RSUD Kajen, terimakasih atas pelayanan yang baik selama ini untuk keluarga kami",5
Robby Cahyadi,"Silahkan berkunjung ke Instalasi Rehabilitasi Medik RSUD Kajen,terdapat layanan tumbuh kembang anak yg terintegrasi",5
Reza Widi Saksana,Mantap bisa pake asuransi periksa disini 👍pelayanan nya juga ramah …,5
nisa ifada rahmatika,Dokter dan perawat nya kompeten.. Semoga makin berkembang lagi fasilitasnya,5
Raras Utami,No review text,5
bremani lestiasih,RSUD kajen semakin baik dalam melayani pasien,5
Miftah Amin,No review text,5
Siti Fajariyah,No review text,5
IndahP Pemky,No review text,5
Yuswiroh Miningsih,No review text,5
Dwi Arumsari,No review text,5
Zidni Ilman,"Pelayanan ramah, semoga tambah meningkat lagiii RSUD kajen 💪 …",5
Nuzilah Nur Aulia,"bisa memakai BPJS ,dan ada online nya mempermudah untuk pendaftaran nya",5
eka pepsiana,No review text,5
Hanah Siti,No review text,5
Nisa Amriyah,No review text,5
handayani sh,No review text,5
Iryani Iryani,Top pelayanannya,5
Aku Sopo,No review text,5
Abdul Harris,"Sepengalaman saya sih bagus ya..
Dari segi pelayanan dan perawatannya...",4
Sihol Saragih,No review text,5
Nur Novitawati,"pelayanan di ruang fisioterapi bagus ,simbah saya setiap minggu periksa drsud kajen,pendaftarannya juga cepet",5
Puji Astuti,No review text,5
mundriyah sugiarto,"Perawatnya baik2, ramah dan cekatan",5
Nurulaulia,Pelayanan cukup baik,4
Retno Karunia,"👍bagus, terus tingkatkan …",5
ahmad zacky,"Pelayanannya sangat baik ramah ramah petugasnya
Di tingkatkan terus pelayananya",5
Fian Kayla,No review text,4
Santi Pamela,"Pelayanan bagus.
Ramah2 pelayan nya",5
Edi Widiyanto,"Terima kasih Rsud kajen, atas pelayanannya..🙏👍 …",5
mudi yono,Terima kasih Rsud kajen..semakin bersih dan rapi..sudah tersedia tempat parkir yang nyaman,5
Jum Hanudin,"Kantinya, bersih.",5
salsabila desfiani,No review text,5
Maria Damayanti,"Alhamdulillah klg saya dirawat di RSUD KAJEN pelayanan baik, walaupun pke BPJS, padahal KL pke umum itu byre byk bget, soale berhari2.. mungkin KL RS lain adh disuruh pulang,",5
Reni Dwiyanti,No review text,5
Irma Islamiasih,No review text,5
Daryono,Anak saya dirawat disini karena sakit DBD. Pelayanannya cepat. Baru beberapa hari trombosit anak saya naik cepat dan sudah bisa pulang.,5
Awaludin Pujiono Yudo Utomo,No review text,5
ARISTA NURMARIANA,No review text,5
Samsung Pekalongan,"Alhamdulillah, klg sy pernah opname d RS ini, trus pke bpjs kls 1 itu ga bayar, padahal lama, kty sesuai aturan bpjs,
Heran sy... sy pernah mondok d RS lain kls 1 jg kok suruh byr lagi y..
Suwun RS kajen perawate jg sigap2🙏🙏🙏 …",5
Misriyah 15,"Terima kasih RSUD KAJEN,,🥰 sy pernah dpt cerita dr tetangga saya, kty bagusan di RS kajen, pernah periksa di RS swasta di Pekalongan itu daftar pagi, trus pulang, br diperiksa jam 2 siang, trus pulang, trus ambil obat HBS magrib,, itu kl …",5
Dwi Harto Cuncun,pelayanan bagus good,5
Suryati Suryati,RSUD kajen👍👍👍 …,5
ganjar luhurtinoto,"Terimakasih Rsud Kajen...
Semoga semakin Jaya Jaya Jaya...
Dalam memberikan pelayanan kesehatan yang optimal pada masyarakat kab Pekalongan dan sekitarnya.",5
Jenny Wijay,No review text,5
Azza Daffa,No review text,5
Fira Bianca,"Alhamdulillah sembuh, terimakasih para dokter dan perawat yang sudah sabar karena cerewetnya saya 🙏 …",5
Siti Retno Asih,No review text,5
endang sulistiowati,No review text,5
Nur Diana Arifiani,No review text,5
Lady Almira,No review text,5
Rianto Dwi Utomo,"Petugasnya murah senyum
Suwun 🙏🙏 …",5
fendi jevelin,No review text,5
zaki mubarak,"Rumah sakit daerah yang asri, bisa pakai bpjs jadi gratis.",5
Nur Ade Oktaviyanti,No review text,5
gunarti drg,No review text,5
Disti Maulida firza,Sekarang ada pendaftaran onlinenya jadi tidak antri lama di pendaftaran... petugasnya ramah semoga semakin suksessss.,5
Rafi zumandara,"Rumah sakit nya bersih dan asri,
Pelayanan nya ramah❤️",5
dewi nandini,"Saya lihat sepertinya pelayanannya semakin baik, daripada yang dulu..
Semoga bisa semakin baik lagi kedepannya, terutama untuk Rawat Jalannya..",5
alfi nisria hidayati,No review text,5
Achmad 88,Lebih baik dan banyak peningkatan pelayanan...,5
Priyo Handoko,No review text,5
agung citra hadi,No review text,5
Arif Sugiarto,No review text,5
Muniroh 123,No review text,5
Vivo Retno,No review text,5
Heru Sulistyono,"Stafnya ramah saat saya cek, terima kasih rsudkajen",5
Kang Dayat,"pelayanan maksimal,petugas pendaftaran ramah & santun.",5
Nining Puji Sayekti,Jayaa rsudkajennn,5
muammarah m,No review text,5
Sapto Hadi P,"Pelayanan cepat,petugas ramah😁👍 …",5
Siti Patimah,Pelayanan bagus petugas ramah dari dulu keluarga saya berobat di RSUD Kajen karena mudah dijangkau,5
Sigit Wardoyo,"Pelayanan nya lumayan ramah,,,,tapi fasilitas kurang banget...
Katanya ruang isolasi,,tapi satu kamar 8 pasien dengan penyakit yang menular,tiap ruangan g ada AC,panas banget.... fasilitas ruangan ngga banget .",2
Uki Darmawan,"3 juli 2023 ibuku lakalantas masuk RS jam 8 pagi ga dapet kamar icu,akhirnya d depan kamar icu cm d kasih oxygen.kondisi pendarahan d kuping kiri.rujukan sangat lama dg alasan semua RS rujukan penuh.dan sampai jam 23:30 masih d depan kamar …",1
Melly Agustin,Ngga rawat jalan ngga rawat inap pelayanannya sama aja pada ketus ketus semua. Ngga punya sopan santun dan etika sama sekali. Pdhl pasien kan bayar tp dibentak bentak bikin trauma!!!,1
entut entut,"Saya heran dng parkiran disini, jelas2 tertulis 1-6 jam rp 2000, baru 1 jam parkir bayarnya 3000,. Bukan mslh nominal, bahkan jika tertera 5000 juga ga mslh sih. Kalau praktek2 yg gini dibiarin kapan majunya indonesia? …",1
Jaya Abadi,No review text,5
Diah Ardyati,"Itu yg kerja diajarin attitude, masa galak galak gitu.. Jgn smpe cape jadi alasan, kalau gamau cape gausah kerja.. 'Hampir semua' petugasnya jutek dari perawat, yg nunggu di pendaftaran IGD, sampe satpam.. Seharusnya mereka diajarin …",1
Fathan azima ibrohim,"Sodara lahiran dsni
Pake bpjs,pelayanan jutek sekali,sampe kita takut mau bertanya,giliran gak di tanya gak ngasih penjelasan,bintang 1 belum cukup mewakili perasaan ku😊 …",1
Imam Priyadi,"Jadwal priksa jam 10 itu dijadwal... Jam 11.30 blm juga mulai, malah ada yang bilang biasanya jam 12...
Mana pendaftaran dari jam 7.. Astaghfirullah...",1
Oktavia Tri Wiyatsih,"Saya sangat kecewa sekali dengan pelayanannya baru d pendaftaran rawat jalan saja sudah d kecewakan, saya yg enggak tau peraturan terbaru bahwa pasien harus sidik jari d ketusin harus bawa pasien, sesampainya ibu saya(pasien) d rs d suruh …",1
Ayuk Sekar,"kamar kotor, kamar mandi jgn ditanya lagi kotornya gimana, ga layak bgt rumah sakit, makin sumpek iya kalo dirawat disitu",1
Pedia Advertising,Kalo ada bintang 0 saya kasih bintang 0. Rumah sakit dengan  pelayanan paling buruk se-Indonesia 👎👎👎👎👎 …,1
Azka Renandha,No review text,1
Mochamad Taufiq,"Saya pasien UMUM.
Saran saya, mohon mutu pelayanan di poliklinik lebih di tingkatkan lagi, Dari mulai pendaftaran saya nunggu proses pendataan lebih dari 30menit, setelah itu …",1
ERDETE Official,PELAYANANNYA KURANG MEMUASKAN..... PERAWATNYA(SUSTERNYA) PAS MENANGANI PADA BELAGU GAK ADA SOPAN SANTUNYA....,1
Lim Ze,No review text,5
Yasin Gundhol,"Parah banget pelayananya,apalagi ruanganya...
BPJS kelas 1 tpi ko dikasih ruangan lebih
gk layak banget, sma ruangan kelas 3 aja pada umumnya",1
Wahyu Ningrum,"Barusan saya ke poli THT efek karna pilek jadi telinga sebelah kanan seperti ada yg tersumbat, sesampainya di poli dan pake umum ya bukan bpjs.. dokternya menurutku kurang ramah, pelayananya cepat sich.. cuma kadang pasien kan ada yg tipe seperti saya butuh bertanya tapi seakan2 engan untuk menjawab dengan santai buru2 kaya dikejar2,",3
hendry nugroho,Rs macam opo modele karrent diner... mending tutup aelah ora bnyak bantu masyarakat....,1
om pay,"Bagian igd kurang tanggap, perlu d tingkatkan",1
Jules Austin,"Bukan rumah sakit, pelayanan NOL ya sih RS pemerintah tapi engga patut di bilang RS, teman saya masuk RS ini engga ada tindakan sama sekali cuma dikasih oksigen sama infus obat sama tindakan dokter engga ada  dan akhirnya MENINGGAL.. ya sih …",1
Eva Yulianti,Temen saya masuk RS ini gk ditanganin sama sekali sampe akhirnya harus meninggal. Kecewa.,1
lanaisha kalia,"Privasi pasien tidak diperhatikan disini, ruang IGD tanpa sekat, pasien di taruh di lorong",1
Elang Samodra,"Kalo ads minus bintang saya kasih minus bintang untuk pelayanan rsud kajen,kenapa di era sekarang masih ada praktik seperti ini ,kenalan dokter di dahulukan padahal antrian akhir dan datang di akhir,,apa susahnya antri sesuai urutan …",1
jadooo,"Kecewa pollll sama pelayanan disini
Perawat tidak ramah sama sekali ke keluarga pasien
Pasien ibu hamil kesakitan karna kontraksi perawatnya tidak nengok untuk …",1
Daylami Firdaus,No review text,5
Feri Giyanto,"Pelayan BuRuk Buruk..!!!!
Bocah2 baru llus lagaknya sok ditanya kaga ada tata kramanya...cukup skali dan ga bakaln mau kesitu lg...badahal umum tampa bpjs",1
Eddie,No review text,1
Ary Milanos,Kalo ada pilihan bintang 0 saya ngga akan kasih bintang satupun,1
Edidarso wijaya,Rumah sakit Sebesar ini Toilet Umum banyak mati lampunya kipas Angin di ruang tunggu banyak yg mati dan  juga gak di nyalain pada pagi siang padahal panas  lgi buat .dan Mirisnya lgi pasien udah pada ngantri tpi katanya Dokternya Spesialisnya belom datang padahal udah jam 9:30 pagi,1
Sudiro Husodo,No review text,5
Sisil Andini,"Pengguna bpjs di tolak dg alasan ruangan penuh, padahal kita bpjs juga ga gratis tiap bulan bayar iuran,",1
Mas Fian,"Pelayanan satpam jam malam sangat buruk,
Menyulitkan Penunggu pasien,",2
Jaya Abil,"pelayanan sangat sangat buruk, sikap sangat buruk, mohon di perbaiki
sejak berdiri sampai sekarang masih  sama seperti itu, tidak ada tindak lanjut dari manajemen ataupun pemerintah daerah terkait pelayanan yang sangat mencoreng nama pemerintah daerah 🙏🏻🙏🏻🙏🏻 …",1
Ibu Ati Apriyati,"Di Loket pendaftaran jam 8.45
Dokter datang jam 9.15
Masuk Poli gigi jam 11
Selesai di apotik jam 12",4
Fachrudin Rizki Kusuma,Tempat pelayanan kesehatan,5
Isma Faozah,"Selamat pagi
Yang terhormat pikah menegement RSUD Kajen .  Dan yang terhormat para Dr serta perawat dan jajaran nya .  Mohon di perbaiki untuk pelayanan nya. Sama sekali …",2
Daftar Panen,akses keluar buat yg tunggu pasien susah kl malam pagi cari sarapan juga susah ga ada kartu tunggu.jadi kurang nyaman beda dengan RS Swasta,1
Robby Gunawan,No review text,5
rahma amalia,No review text,5
Teguh Hermawan,RSUD kajen memang harapan kesehatan wong pekalongan,5
Arul Nurdin,No review text,1
Senc Project,Poli Anak yg sangat melelahkan.. datang jam 8pagi  antri pendaftaran dan sampai jam 11.30 dokter anak belum juga memulai pelayanan.. hari selasa 17 jan 2023.. nasib member BPJS.. sabar sabar..,1
