content,text_tokens_stemmed,Label,Label NB
"Selesai rawat inap di ruang kenang,,, palayanan dan fasilitas baik,,,nakes juga petugas sangat ramah satset",selesai rawat inap ruang kenang palayanan fasilitas baiknakes tugas ramah satset,positif,positif
Pelayanan ramah dan memuaskan serta dilengkapi dengan fasilitas yang memadai sehingga memberikan kenyamanan bagi pasien maupun keluarga pasien,layan ramah muas lengkap fasilitas pada nyaman pasien keluarga pasien,positif,positif
"Staf medis dan non-medis yang ramah, responsif, dan profesional, Ruang rawat yang bersih, nyaman, dan dilengkapi fasilitas yang memadai.",staf medis nonmedis ramah responsif profesional ruang rawat bersih nyaman lengkap fasilitas pada,positif,positif
"Pengalaman saya di RSUD Kajen, pelayanannya cepat, dan nakesnya juga responsif terhadap keluhan pasien.. pokoknya top sekali👍 …",alam rsud kajen layan cepat nakesnya responsif keluh pasien pokok top,positif,positif
Pelayanan di poli sangat cepat ramah,layan pol cepat ramah,positif,positif
"Pelayanan yang diberikan saat periksa dipoli umum sangat baik, petugas ramah",layan periksa pol tugas ramah,positif,positif
"Pelayanan dan fasilitasnya cukup baik, nakes nya disini ramah dan satset",layan fasilitas nakes nya ramah satset,positif,positif
"Pengalaman saya beberapa hari lalu baru selesai melakukan lahiran di RSUD kajen,,,, dirawat inap di ruang melati perawatan baik pelayanan dan lainnya sangat bagus dan baik,,,, kedepannya semoga semakin lebih baik lagi",alam selesai lahir rsud kajen rawat inap ruang melati awat layan bagus depan moga,positif,positif
"Pelayanan sangat buruk dan sangat meremehkan nyawa manusia, dari jam 11 malam nunggu di pindah dari ruang mawar ke ICU sampai jam 2 malem tidak ada tindakan , dan akhir nya bapak saya meninggal dunia.",layan buruk remeh nyawa manusia jam 11 malam nunggu pindah ruang mawar icu jam 2 malem tindak nya tinggal dunia,negatif,negatif
Pelayanan dan fasilitas sangat baik,layan fasilitas,positif,positif
"sering bolak balik rawat inap di flamboyan,,, selama ini pelayanan yang diberikan sangat baik...",bolak rawat inap flamboyan layan,positif,positif
"Sodara pernah di rawat inap di ruangan anggrek, pelayanan dan fasilitas sangat baik. Selu diberi arahan yang jelas oleh perawat dan pegawai lainnya...",sodara rawat inap ruang anggrek layan fasilitas selu arah awat pegawai,positif,positif
Untuk pelayanan sangat baik dan petugas juga sangat ramah,layan tugas ramah,positif,positif
"Petugas yg melayani sangat baik dang mengarahkan, fasilitas yang ada juga sangat bagus terutama gedung baru",tugas yg layan dang arah fasilitas bagus gedung,positif,positif
"Penanganan rawat jalana sangat baik, petugas administrasi yang bertugas sat set dan tanggap,,,, dokter serta perawat juga bain",tangan rawat jalana tugas administrasi tugas sat set tanggap dokter awat bain,positif,positif
"untuk fasilitas cukup baik, namun untuk prnmabhaan petugas bisa ditambah lagi agar antri tidka terlalu banyak terutama pengambilan obat",fasilitas prnmabhaan tugas tambah antri tidka ambil obat,positif,positif
"Untuk pelayaman dn fasilitas baik, ceat dan tanggap",layam dn fasilitas ceat tanggap,positif,positif
pelayanannya bagus,layan bagus,positif,positif
"Pelayanan sangat memuaskan, dokter dan perawat sangat ramah. Fasilitas memadai",layan muas dokter awat ramah fasilitas pada,positif,positif
Pelayanannya baik 👍 …,layan,positif,positif
Pelayanan baik ramah ..antrian juga cukup jalan baik,layan ramah antri jalan,positif,positif
"Anak sya menjalani pengobatan 6 bln ,, untung pnanganan cukup bagus cuma ngantrinya lama ,,",anak sya jalan obat 6 bln untung pnanganan bagus ngantrinya,positif,positif
"Sya mlakukan rawat jalan di RSUD Kajen sudah beberapa kali, selama ini mendapatkan perawatan yang baik dari dokter, perawat juga ptgs lain",sya mlakukan rawat jalan rsud kajen kali awat dokter awat ptgs,positif,positif
Priksa di poli penyakit dalam untuk pelayanan dan fasilitas sangat baik sekali .. termasuk bagian administrasi,priksa pol sakit layan fasilitas administrasi,positif,positif
keluarga sya pernah di rawat di ruangan Alamanda lt 3 gedung baru ...alhamdulilah pelayan baik dan perawat nya jga ramah2,keluarga sya rawat ruang alamanda lt 3 gedung alhamdulilah layan awat nya jga ramah2,positif,positif
Pelayanan baik dan sopan,layan sopan,positif,positif
"Alur pendaftaran dan pelayanan yang diberikan sangat baik sekali, terimakasih",alur daftar layan terimakasih,positif,positif
"Pelayanan dan fasilitas yang diberikan baik sekali, terima kasih",layan fasilitas terima kasih,positif,positif
"Priksa di poli THT pelayanan dari dokter dan perawat sangat baik, tenaga administrasi ya bertugas juga sangat cekatan",priksa pol tht layan dokter awat tenaga administrasi ya tugas cekat,positif,positif
"Fasilitas dan pelayanan baik dokter, perawat dan administrasi sangat bagus. Apa lagi tempat parkir dan gedung baru",fasilitas layan dokter awat administrasi bagus parkir gedung,positif,positif
Melakukan terapi anak di RSUD kajen pelayanan dan perawatan yang diberikan sangat baik,terapi anak rsud kajen layan awat,positif,positif
"Ibu saya pernah rawat inap di ruang Seroja, mendapatkan perawatan dan pelayanan yang baik dari perawat dan petugas lain. Terima kasih",rawat inap ruang seroja awat layan awat tugas terima kasih,positif,positif
"Pelayanan sangat baik, dokter dan perawat sangat ramah",layan dokter awat ramah,positif,positif
"Trimakasih bnyak, pelayanan sangat memuaskan, ruangannya sangat nyaman,dan perawatnya ramah2 dan baik,is the best",trimakasih bnyak layan muas ruang nyamandan awat ramah2 baik the best,positif,positif
"Nenek saya dirawat inap alhamdulilah sudah bisa pulang, untuk pelayanan dan fasilitas baik",nenek rawat inap alhamdulilah pulang layan fasilitas,positif,positif
Pernah di rawat di ruang mawar untuk fasilitas dan pelayanan sangat memuaskan. Terima kasih,rawat ruang mawar fasilitas layan muas terima kasih,positif,positif
"Pernah di rawat inap di rsud kajen,,, sekarang sudah bisa pulang dan fasilitas juga pelayanan sangat memuaskan",rawat inap rsud kajen pulang fasilitas layan muas,positif,positif
"Bapak saya melakukan rawat jalan di poli saraf alhamdulillah mendapatkan pelayanan yang baik dari dokter dan perawat, tenaga admin yang bertugas juga cekatan",rawat jalan pol saraf alhamdulillah layan dokter awat tenaga admin tugas cekat,positif,positif
"Pelayanan diruang anak sangat baik, dari awal masuk sampe oprasi sangat baik dlm melayani",layan ruang anak masuk sampe oprasi dlm layan,positif,positif
"Petugas nya ramah, dokter nya juga ramah, gedung baru nya bagus",tugas nya ramah dokter nya ramah gedung nya bagus,positif,positif
"baru selesai dirawat di rsud kajen ini, alhamdulillah pelayanan dan fasilitas yang diberikan sangat baik",selesai rawat rsud kajen alhamdulillah layan fasilitas,positif,positif
"beberapa hari lalu saya dirawat di ruang matahari karena DBD, alhamdulillah sekarang sudah sembuh dan pada waktu opname saya mendapatkan perawatan yang baik dari petugas, fasilitas yang diberikan juga sangat baik. Terima kasih",rawat ruang matahari dbd alhamdulillah sembuh opname awat tugas fasilitas terima kasih,positif,positif
Petugas dan pelayananya sangat memuaskan,tugas pelayananya muas,positif,positif
"Keluarga saya pernah di rawat di ruang mawar Alhamdulillah mendapatkan perawatan yang baik dari perawat dan petugas lain, selain itu fasilitas yang diberikan juga sangat baik. Semoga selalu dipertahankan agar semakin lebih baik lagi 👍 …",keluarga rawat ruang mawar alhamdulillah awat awat tugas fasilitas moga tahan,positif,positif
Perawatnya ramah😍 …,awat ramah,positif,positif
"Pelayanannya baik, ruangannya juga banyak, perawatnya dan dokternya juga kalau ditanya ramah, penangannya pun sudah baik.",layan ruang awat dokter ramah nang,positif,positif
Playanan bangsal anak bagus tapi kamarnya panas,playanan bangsal anak bagus kamar panas,positif,positif
Pelayanannya sangat baik😊 …,layan,positif,positif
Pelayanananya sangat ramah,pelayanananya ramah,positif,positif
Terima kasih sudah melayani dengan baik,terima kasih layan,positif,positif
Terimakasih,terimakasih,positif,positif
terimakasih atas pelayanan kesehatan yang baik,terimakasih layan sehat,positif,positif
"Tempat nya bagus, bersih, rapi, dan nyaman. Pelayanan dokter, karyawan ditambah administrasi juga baik",nya bagus bersih rapi nyaman layan dokter karyawan tambah administrasi,positif,positif
Rsud Kajen pelayanan ramah,rsud kajen layan ramah,positif,positif
Pelayanan memuaskan,layan muas,positif,positif
Pelayanan yang diberikan bagus dan dan perawatnya juga ramah-ramah,layan bagus awat ramahramah,positif,positif
"sdh beberpa kali kontrol di rsud kajen alhamdulillah mendapatkan pelayanan yang baik, fasilitas juga lengkap",sdh beberpa kali kontrol rsud kajen alhamdulillah layan fasilitas lengkap,positif,positif
"Kualitas karyawan sangat baik dan pelayanananya sangat ramah,, keluarga saya di rawat di situ di perlakukan dengan baik sesui SOP yang berlaku,, terimakasih",kualitas karyawan pelayanananya ramah keluarga rawat situ laku sesui sop laku terimakasih,positif,positif
"Alur pelayanan sangat baik dan sat set. Staff, perawat, dan dokter juga sangat baik dan ramah. Fasilitas dan gedungnya bersih dan tertata rapi. Terima kasih.",alur layan sat set staff awat dokter ramah fasilitas gedung bersih tata rapi terima kasih,positif,positif
"Pelayanan informasi sangat baik.
Cepat tepat.",layan informasi baikcepat,positif,positif
"Pelayanan yang diberikan sangat memuaskan, orangnya ramah-ramah dan sangat responsif 🥰🫶 lingkungann rumah sakitnya juga bersihh banget 💜 …",layan muas orang ramahramah responsif lingkungann rumah sakit bersihh banget,positif,positif
"Pelayanan oke, bersih, tertata rapi. Mantaap rsud kajen",layan oke bersih tata rapi mantaap rsud kajen,positif,positif
"saya pernah melakukan pemeriksaan di poli gigi rsud kajen, dari pelayanan baik dokter, perawat dan administrasi sangat baik ramah dan cepat. Fasilitas juga sudah baik sekali, kedepannya semoga semakin lebih baik",periksa pol gigi rsud kajen layan dokter awat administrasi ramah cepat fasilitas depan moga,positif,positif
"Dari kecil udah kluar masuk RS, dari jaman aku msih SD sampe sekarang punya anak 2. Pelayanan yg dikassih memuaskan, apalagi pas lahiran sc 1 dan 2, di ruang operasi di ajak ngobrol terus sama perawat beserta pak dokter arif, jadi sy ga tegang. Pokoknya emng pelayanan yg sy terima baik semua. Terimakasih",udah kluar masuk rs jaman msih sd sampe anak 2 layan yg dikassih muas pas lahir sc 1 2 ruang operasi ajak ngobrol awat serta dokter arif sy ga tegang pokok emng layan yg sy terima terimakasih,positif,positif
Ibu saya melakukan rawat jalan di poli dlm dan alhamdulilah untuk pelayanan yang diberikan sangat memuaskan,rawat jalan pol dlm alhamdulilah layan muas,positif,positif
"Untuk pelayanan poli dan administrasi sangat baik dan cepat, terima kasih",layan pol administrasi cepat terima kasih,positif,positif
ibu saya pernah operasi dirumah sakit Kajen dan sempet dirawat diruang mawar beberapa hari Alhamdulillah sekarang dalam masa pemulihan suka banget sama pelayanannya yang cepat dan baik👍🏻👍🏻 …,operasi rumah sakit kajen sempet rawat ruang mawar alhamdulillah pulih suka banget layan cepat,positif,positif
"pernah ranap dapat gedung baru  di ruangan alamanda, pelayanan nya bagus ,ruangannya juga nyaman",ranap gedung ruang alamanda layan nya bagus ruang nyaman,positif,positif
Alhamdulilalh bapak saya pernah mrlakukan rawat inap diruang mawar dan untuk pelayanan juga fasilitas sangat memuaskan,alhamdulilalh mrlakukan rawat inap ruang mawar layan fasilitas muas,positif,positif
"Pelayanan nya baik, dokternya ramah,  sabar dan telaten. rumah sakitnya bagus lengkap fasilitas nya.",layan nya dokter ramah sabar telaten rumah sakit bagus lengkap fasilitas nya,positif,positif
"Pelayanan RSUD Kajen bagus ramah"" fasilitas e juga bagus,pelayanane cepat",layan rsud kajen bagus ramah fasilitas e baguspelayanane cepat,positif,positif
"Alhamdulillah pelayanan bagus ,melayani dengan sopan, ramah dan sepenuh hati, tempatnya bersih dan nyaman. Pesan kedepannya tetap pertahankan pelayanan yang seperti ini",alhamdulillah layan bagus layan sopan ramah sepenuh hati tempat bersih nyaman pesan depan tahan layan,positif,positif
"Trimakasih,,,, kepada ruangan lantai 3,khusunya ruang alamanda, l, trimakasih atas pelayanan yg terbaik,",trimakasih ruang lantai 3khusunya ruang alamanda l trimakasih layan yg baik,positif,positif
"Pelayanan administrasi bagian untuk ps kontrol ke poli tidak baik, menertawakan sesuatu hal yg pasien itu sendiri belum tau, setidaknya dijelaskan tak perlu ditertawakan dengan senyum meremehkan pulaa. Padahal akreditasi RS dengan Predikat Baik Bagus tapi pelayanan Bagian Administrasinya Enggak.",layan administrasi ps kontrol pol tertawa yg pasien tau tertawa senyum remeh pulaa akreditasi rs predikat bagus layan administrasi,negatif,positif
No review text,no review text,negatif,positif
"Kaget, terakhir kali periksa di poly, dr pendaftaran sampai dpt  obat makan waktu lama,pelayanannya jg kurang amah.Tapi  hari  ini 10 oktober 2024 saya datang untuk memeriksakan anak memakai bpjs, alhamdulillah.. Dari proses pendaftaran …",kaget kali periksa poly dr daftar dpt obat makan lamapelayanannya jg amahtapi 10 oktober 2024 periksa anak pakai bpjs alhamdulillah proses daftar,positif,positif
Alhamdulillah pelayanannya baik,alhamdulillah layan,positif,positif
"Alhamdulullah ibu saya mendapatkan perawatan yg baik diruang alamanda digedung baru RSUD kajen,,ruangannya nyaman,,semoga lebih ditingkatkan lagi untuk fasilitas dan pelayanannya agar menjadi yang terbaik.terimakasih 🙏🏻 …",alhamdulullah awat yg ruang alamanda gedung rsud kajenruangannya nyamansemoga tingkat fasilitas layan terbaikterimakasih,positif,positif
Pelayanan baik,layan,positif,positif
"Untuk pelayanannya bagus, petugasnya baik-baik, fasilitasnya juga bagus",layan bagus tugas baikbaik fasilitas bagus,positif,positif
sudah baik dan semoga terus lebih baik,moga,positif,positif
sudah baik dan semoga terus lebih baik,moga,positif,positif
"Pelayanan nya bagus, semoga sllu mempertahankan pelayanannya, makasih RSUD kajen",layan nya bagus moga sllu tahan layan makasih rsud kajen,positif,positif
"Pelayanan baik, ortigas ramas ramah, ruangan bagus",layan ortigas ramas ramah ruang bagus,positif,positif
"Untuk pelayanan yang diberikan sangat baik, fasilitas juga baik dan memuaskan 👍👍👍 …",layan fasilitas muas,positif,positif
"Pelayanan prima, cepat",layan prima cepat,positif,positif
"Fasilitas bagus, pelayanan baik.",fasilitas bagus layan,positif,positif
No review text,no review text,positif,positif
"Pelayanan di bangsal anak baik
Tapi ruangan sangat panas, tolong lebih diperhatikan untuk kenyamanan pasien",layan bangsal anak baiktapi ruang panas tolong perhati nyaman pasien,positif,positif
"Daftar manual sama online sama saja, yg penting kenal sama petugasnya ya nntinya didahulukan",daftar manual online yg kenal tugas ya nntinya dahulu,negatif,positif
"Untuk hasil lab saya rasa terlalu lama, pelayanan bagus,",hasil lab layan bagus,positif,positif
Pelayanan RSUD Kajen baik cepat bersih.serta perawatan cepat tanggap dalam pelayanan,layan rsud kajen cepat bersihserta awat cepat tanggap layan,positif,positif
Pelayanan ruang Flamboyan baik,layan ruang flamboyan,positif,positif
"Ruang Flamboyan pelayanan bagus tapi ruang sempit dan terasa panas,,mohon ditindaklanjuti",ruang flamboyan layan bagus ruang sempit panasmohon ditindaklanjuti,positif,positif
