Username,Review,Stars
Pinkan Suci,"Tiket masuk per orang 60rb dapat voucher makan 20rb, masih perbaikan resto, ada minizoo, pantai, hewan tunggang, feeding, atraksi hewan2, dan atraksi utama dolphin mantab, kesukaan anak2 pas coach terbang kayak ironman 👍👍👍 …",5
Ismail Lestari,seru,4
ardan dayah,"Jangan pernah merasa gagal saat belajar,  itu adalah bagian dari proses...",5
Mami n Husna chanel,"Tempat bersih, pelayanannya ramah ramah",5
Ayu Anisa P,"Belum jadi 100%, masih tahap pembangunan... tapi tidak masalah.. fasilitas oke.. HTM weekend 60rb/orang, anak diatas 2tahun sudah bayar sendiri..",4
Lek Opik,Tempat wisata rekomendasi di Batang,5
U_Iqbal,"Tempatnya bagus, perbanyak tempat duduk buat pengunjung soalnya dikit banget tempat duduknya buat istirahat",5
jp channel,"Asik banget buat liburan bareng keluarga,, mantap pokoknya",5
ilham Agung pranata,"Pantai nya bagus, dengan berbagai macam koleksi satwa yang tersedia, pertunjukan lumba²
Sangat cocok untuk liburan keluarga, terdapat beberapa pilihan stand makanan dan …",5
M Afandi,"Tempatnya lumayan bagus,luas dan binatangnya lumayan menghibur",5
Razka & Khansa,No review text,4
Yulviarini,No review text,5
septia dara,"Puas banget main kesini, apalagi ajak anak anak bakalan seneng. Menggabungkan pantai dengan kebun binatang. Saat menuju ke pantai akan dikenakan tiket 5rb/org untuk memasuki kawasan pantai sigandu, lalu memasuki area safari beach 1 orang …",5
Dizhkia Putri,No review text,4
Firman Saputra,No review text,5
Oomal Store,Semakin bagus,5
Herdi Ading,Baguss,5
Efan Sudarmono,No review text,4
Daniel Kristiyanto,No review text,5
Lestari Pudjiastuti,"Jauh2 dari cirebon kesini alhamdulillah anak happy 🥰 banyak mengenal hewan bisa main di pantai, pantai bersih, lokasi bersih, toilet bersih, petugas semua ramah.. minus di makanan ny si mahal porsi sedikit gpp wajar tempat wisata asal enak …",5
Maulana Al-Hurr,"Karena pas datang wahana belum selesai total..
Tempat ok..,makanan untuk saya agak mahal..",4
AMG Family,"Tempat perlindungan satwa yg bagus untuk pendidikan anak²... terlebih lagi ada show2 hewan dan lumba....mohon lebih ditingkatkan lagi kebersihan kandang satwanya, kandang kudanil, burung onta dan yg lainya....untuk dolphin shownya sy sangat menikmatinya....terima kasih",4
Ziea Tour Official,No review text,4
Tri Fariska Cahyaningrum,"1. Yang bikin menarik adalah lumba-lumbanya, bisa foto sama ular, burung beo dan ada wahana memberi makan kelinci⭐⭐⭐⭐⭐
2. Ada gajah dan onta yg bisa dinaiki.⭐⭐⭐⭐ …",3
Sarifudin Arif,Pelayanan yang maksimal tempat bagus sarana prasarana lengkap👌💯 …,5
Mas Pupah,No review text,1
Anggara Hertawan,Bagus sekali tapi harus siap sangu double bahkan triple,5
Putut Harioga,No review text,5
Amalia Pangesti,Tiket masuk 50rb lumayan worth it bisa lihat pertunjukan lumba2,5
Widiy Iyaas,"Kesini pas weekdays sepii poll, berasa saya yang punya 🤣.
Sayangnya harga makanann mahal"" Walaupun dpt voucher makan tapi tetep mahal …",4
Lisa Rosiyana,Masya Allah seru... Banyak pertunjukkan satwanya,4
karya sejahtera,No review text,5
Samsuri Dsb,No review text,5
M Transport,No review text,5
Peri Sugian,No review text,4
Aditya Brian,"Hewannya terkesan kotor dan kumuh
Bahkan untuk hewan yg di dalam kaca, sampe ga keliahatan dr luar karena saking kotor kacanya..",4
Patricia Jessica,Hiburan yg edukatif yg ga jauh dari pusat kota...,5
Naya Kato,No review text,3
Teguh Kuwatno,Oke,5
Eka Ardesya,No review text,5
Endah Srihastuti,No review text,5
Fifi Afiyyah Noviani,Tempat nyaman dan bersih harga tiket murah to kalau naik2 satwa gitu hrs bayar lg. Makanan relatif mahal. Tp pelayanan dan kerahaman karyawan baik.,4
Mus Rancah,No review text,5
Asriyah 123,"Alhamdulillah ..
Kenceng banget anginnya",5
Paulus Nugroho Putro Kasih,"untuk awal juni 2023 tiket masuk 60.000 sudah termasuk 20.000 vocer bisa di tukarkan di cafe tepi pantai, sudah ada beberapa kemajuan di bandingkan th 2022, jalan menuju ke pertunjukan lumba lumba dan juga menunggang gajah masih jelek tanah …",5
Julian prasetyo Chanel,Tempat bagus dan nyaman,5
Dahlia Nurul Amalah,Terbaik,5
Adiyatma Fauzan Abigail,Asik. Pengelolaan cukup bagus karena dibawah Taman Safari Indonesia. Smg smakin bagus dan saya berharap kesehatan dan perawatan hewan tetap dijaga,5
Heni Prima,Paket komplit. Ya bonbin ya mantai ya kulineran ya ngadem ya selfie.,5
Esti Wulandari,"Safari beach jateng adalah salah satu destinasi wisata unggulan kabupaten batang
Koleksi satwa cukup lengkap dan yang paling menarik adalah dolphin show
Cukup worth it buat harga tiket 50ribu",3
Prigadhi Adisudarma,Mudah diakses dari Kota Pekalongan hanya berjarak 10 km dari hotel. Area parkir luas bisa menampung banyak Bis tapi akses pintu keluarnya saat kami berkunjung masih belum layak.  Biaya parkir 10rb untuk kendaraan kecil. Biaya tiket 60rb per …,4
indah setyarini,No review text,5
Andy Nugroho,"Bersih, di bagian Loket Ramah... Crew nya HelpFull🤟👍 …",5
Nizz_ay 28,No review text,5
AKA Studio,bagus,4
Nieno Nailis,No review text,5
Damayanti Wahyu (Ratna Dian),No review text,5
Tumpang Tunauong,No review text,5
Rudolf Valentino,No review text,3
Madelta,"Not bad, tp Masi perlu beberapa perbaikan",5
akbar suhada,No review text,5
nurul devi Istanti,"Dampjngi anak usia paud wisata kesini, cukup bagus tapi kurang bersih",5
Alfin sani,No review text,5
Bayu Dwi Nugroho,"Taman Safari (mini) karena areanya termasuk kecil dibanding taman safari yang lain, tapi punya suasana yang berbeda terutama karena pinggir pantai, & nilai plusnya karena pantainya sudah lumayan terkelola dengan baik.",4
Raffindra Kaivan Ardhani,No review text,3
Laurensia Endrawati,No review text,4
Wenk 123,No review text,5
poeji asih,"Ini pengalaman pertama saya ke sini yah dan baru tahu kalo ada tempat kaya gini di jawa tengah yakni kota batang, kalo kalian dari pantura arah barat berada di sebalah kiri jalan ya tepatnya lupa saya, tapi jangan khawatir di google map …",5
Gigih Sukma Putra,"Masih dalam renovasi tapi tidak apa-apa,",5
Liza Malianita,"Betaahh banget kalo udah dtg kesini ..
Ada pertunjukan dolphin, burung² dll , mini safari
Full angin pantai , full musik , full wifi
Recommended pokoknya 👍 …",5
Feri “FUAZ4670” I Laksono,No review text,5
Febri wibowo Panggih,Penataannya sudah bagus dan nyaman utk dikunjungi,5
Fitri Kusnindiarti,"Kunjungan pertama bln Desember 2022 masih proses renovasi dan jalan becek krn banjir rob
Wisata yg bagus utk keluarga khususnya anak2 utk pengenalan dg dunia binatang
Semoga kunjungan berikutnya lebih bagus dan lbh lengkap binatang2nya.",4
feby,👍🏻👍🏻👍🏻 …,4
Mbak EL,"Pertama datang 2022 belum bnyk pmbangunan pas habis lebaran datang ksini lagi lagi banyak pembangunan,semoga makin sukses .... Oh ya saran aja untuk stand makanan tolong dong rasa makanannya lebih diperhatiin kan mubadzir kalo banyak yg …",5
cholis monstrologist,No review text,4
Oktavia Dewi Faradita,Kurang worth it. Pelayanan staff sangat buruk. Nanya soal penukaran voucher dari satu booth ke booth yang lain malah di lempar suruh kesana kemari. Ga jelas banget. Nanya di coffee station katanya gabisa dipake di sana bisanya cuma di …,1
Galih T.,Semakin lengkap,4
aris budiyanto (Ariez),"Kebun binatang sdh lumayan lengkap, ada pertunjukan burung, lumba lumba yg paling bagus. Sdh 4 x kesini, semakin lama fasilitas pendukung makin bagus",5
Lukman El Hakim,"Pendapat:

Untuk sarana dan fasilitas cukup, kalo dibandingkan masih lebih baik Solo …",4
andre purharnanto,Tempatnya nyaman. Sukses selalu buat Safari Beach,5
natasha anggraeni,No review text,5
Agung Hartadi,"Seru bgt disini sudah dalam pengelolaan Taman Safari Indonesia, lumba² & performnya keren bgt.. Anak² kesenengan banget bisa foto juga.. TOP",5
Arif Edi Sant,"1. Bayar tiket masuk lebih mahal karena sepaket sama mkanannya (dapat voucher makanan atau minuman bisa ditukat di tempat penukaran).
. …",4
King Alvian,"TEMPAT NYA BAGUS , OVER ALL GOOD . TAPI, SARANA BILAS AIR BERSIH NYA KECIL AIR NGUCUR NYA 😁😁😁. …",5
Dedi Ariyanto,No review text,5
firda rahma,No review text,5
Krmt Hanyokrokusumo,No review text,5
Dwi sulistyorini,No review text,5
Mahfud Ac,No review text,5
Ani Viani,No review text,5
Damar Wulan,No review text,5
Pur Medani,No review text,2
Ratna Danis,Disini.... Ga boleh bawa makanan dr luar... Tp juga harus teliti ya... Soalnya beberapa makanan terbilang mahal... Saran saja ya buat pengelola tempat wisata agar di perhatikan lagi... Btw sbnr nya tempt nya enak buat rekreasi edukasi....,5
Yunita Ristanti,No review text,5
Yusfrina Apri Puspita Sari (Frina),No review text,5
mughis prasetyo,"Menarik.. baru..
Tempat dekatcdengan exit tol..
Masih banyak proses renovasi",4
caty cantik,Keren,1
Traveling Partner,No review text,5
yanni Ashari,Mudah2an makanan yang di jual lebih enak lagi kedepannya,5
Achlis Yuliawan,No review text,5
Naira Aveiro,Cuma km mandi/toilet kurang bnyk,5
ARK Family,Tempatnya bagus dan bersih,5
S Nurhasanah,"Kebun binatang dipinggir pantai🔥👍👍👍👍👍👍 setiap malam minggu ada pertunjukan acrobat prime keren abis sihhhh ini
Htm : weekday 50k (20k voucher makan ditukar di cafe sekitar pantai) …",5
maulana ardian,"Wkt hari kamis tepatnya pas libur tanggal merah
Maamaseee beserta keluargaaa maen di safari beach...
Menurt mamaseeee tmptnya ckup baguuuussss bangeet.mnikmti suasana pantai... …",5
Indang Mas Sugeng,"Tiket masuk terlalu mahal, fasilitas pun masih belum memuaskan",2
Emilia Emilia,"Tempatnya bersih, nyaman, adem
Tp tolong pas pertunjukan lumba-lumba jangan pakai bola yg besar,karna anak saya kena tuh bola yg besar kepalanya.kan lumayan sakit, tolong diperbaiki. …",5
Ina Aylen,No review text,1
Heru santoso,Tempat yang pas buat liburan keluarga,5
Bolo Bolo,No review text,5
fitria susanti,pantai n animals okey....yg ga ok kamar mandi minim susah bgt klo mau k toilet....apalagi klo pas barengan sama yg pd bilas....haduhh....smp2 pd bilas d kran wudhu. klo mau wudhu kudu nunggu.  hrsnya toilet sama kamar mandi utk bilas …,2
Rafatar Malik,No review text,2
Arie Trisnawati (Ari'),No review text,3
Prima Dewi,Jangan lagi kesini.. Sumpah ini wisatanya mahal mahal banget. Gak ramah kantong. Serba bayar. Somay aja 40rb gaes..,1
Anton Pollonk,"Tempat bagus buat edukasi anak anak,pelayanan ramah tempat bersih,nyaman",4
rohman priyadi,Keluarga bahagia,4
Gideon Cavida,"Tempat ramah anak, banyak area petting untuk anak. Aktivitas yang lebih interaktif dengan para tamu.",5
Iqbal Caesariawan,"Tidak perlu jauh2 ke Taman Safari Bogor atau pun Prigen, hanya 1,5 jam dari Kota Semarang",5
Muhammad Suparto,"Bagus untuk mengisi liburan anak""..",4
Taufik Taufik,No review text,5
Nanda Devi,No review text,5
Lilia Wati,No review text,5
Bening Service,No review text,5
Jihan Fashionable,No review text,5
bambang ilhamsyah,Safari batang tempat asik buat pantai di jateng,5
Alexander Nova Vernando,Tarif tiketnya terlalu mahal,1
Reno Kurniawan,No review text,5
Rinto Kuswoyo,Tiketnya mahal ...,3
Wandi Akhfa,No review text,5
Muhammad Putra Indera Laya,No review text,5
Ana Imron,"Tempatnya bagus. Asik buat nyantai dipantai cuma binatangnya gak sesuai ekspektasi, ada satwanya tp tdk banyak. Kesana cuma fokus pertunjukan lumba2 & ngepantai. Kalo gak boleh bawa makanan dari luar setidaknya jangan mahal2 jualannya kl jajan cuma ngandelin kupon doang mana kenyang 🥲 …",3
Noah's Mum,Bakalan balik lagi kalo liburan anak2 . Seneng disini . Nyaman . Bs bw pet juga . Krn kita gabisa bw makanan dr luar . Utk harga makanan agak mahal yah . Jd tlg di perbaiki taste dan quality nya . Biar worthy laahh,5
rizki damar segara,No review text,5
Dea Dea,No review text,5
Abizard Muhammad,"April 2023.
Harga 40rb (pas foto + dapet file bentuk Compack disk)",4
Sadminarto Sadminarto,No review text,5
Anies Heriyanto,"Lokasi nya berada di kota Batang, sekitar 10 menit dari alun2 kota Batang atau 30 menit dari kota pekalongan.
Mini zoo yang berada di tepi pantai. Hewan2 yg berada disini antara lain : …",4
aira yasmine (kiko),No review text,5
Jasko koko Grosir,No review text,5
lina nuraini,Anakku senang alhamduliah baru kali ini ke safari beach..kita cuma lihat atraksi dolphin aja..krn anak2 lama juga main di pantainya..,5
Kukuh Bagus,"pertunjukan lumba2 nya keren, sehari 5x pertunjukan biar enak gak pake antri",5
Nur Adi Nugraha,"Kereeeen.. Taman safari dengan konsep yg beda, syg hewannya cuma sedikit, dan mungkin sebaiknya dari hewan dalam aquarium dibuat terbuka bagian atasnya dan lebih luas lg kandangnya",4
Nur Azizah,"Terdapat mini zoo di safari beach jateng, hewannya belum terlalu komplit, dan agak gersang. Tapi ok",4
fatma aryanti,No review text,5
Tatiex Fathoni,"Tiket masuk lmyn mahal,trus d larang membawa mknan dr luar,tp harga makanan dan minuman di dalam kawasan wisata itu 3kali lipattt dr harga biasanya.lokasinya juga kurang terawat,tp adem sih di pinggir laut juga.",3
Aji Wibowo,"Asyik, menghibur",5
Slamet Suhardi,No review text,5
Rojikin Petir,Buat refersing pinggir laut sambil ngopi jozz,5
Ardiansyah Yudi,No review text,5
Ninda Dewi,keseluruhan bagus semua..,5
Mas Puji Bae,"cocok untuk anak"", mereka suka satwa.",4
Mas Har,No review text,4
dimaz msp,Cocok buat ngopi... ☕👍😋 …,5
Jeffri 1908,No review text,5
Asniya Artanti,No review text,5
Aji Widhi,Tempat wisata yang bagus. Meskipun awalnya agak bingung Krn sudah bukan bernama Batang Dolphin Center,4
pitris wardani,No review text,5
Muh. Khusnul Marom (Kupras),No review text,5
Novita (Vita),Harga minumannya agak mahal...,3
Muhammad eka Wahyu ramadhani,No review text,5
Sutoto Dwi utomo,No review text,5
tri novitarini,"Walo tiket agak mahal ya cukup worth it lah buat nyenengin anak2. Nonton pertunjukan lumba2, burung elang dan aneka satwa yabg bikin anak2 gembira. Parkir luas, bisa sekalian main di laut. Udah banyak pengembangannya. Overall oke",5
Faka Davin,No review text,5
Dini Tasriva,No review text,5
Reza Noor Juniar Firdaus,No review text,5
MK Kurniawan,Lumayan,4
galih setiawan,No review text,5
Marshal,"Opsi tempat wisata daerah pantura Jawa Tengah.

Area cafe akan lebih menarik kalau pilihan menu makanan dan minuman dilengkapi lagi.",5
Denny Nr,No review text,4
adoetama,No review text,5
Intan Purnomosari,Pertunjukan lumba2 yang bagus. Sangat mengedukasi,5
fia fia,No review text,5
ita juwita,No review text,5
suraji pemalang,Pertunjukan binatang,5
Chika Prasasti A. K.,"Cocok banget untuk liburan keluarga, selain pantai, kita juga bisa menikmati satwa satwa disini. Tempatnya cukup luas parkiran juga memadai. Disediakan juga pertunjukkan pertunjukkan satwa. saran saya sebelum kesini kunjungi dulu instagram …",5
Tira Sundara,No review text,4
Vika Kumala Sari,"Bagus banget, sekarang udah dipegang sama taman safari, pertunjukan dolphin masih sama, hewannya jadi lebih banyak, area hijau depan dolphin yang dulu kosong sekarang jadi area ATV, tidak banyak perubahan diarea itu, masih ada proyek …",5
Rakhma P. Sholihah,No review text,5
Kang Raden,"Asyik banget suasananya di tempat ini, berasa di Bali...",5
Mudrik Channel,No review text,5
Oshin Oshinawa,"Tempat pariwisata dijawa tengah khususnya pekalongan batang yang akhirnya ada yang berkualitas. Pembangunan jalan dan taman bermain lebih diperbaiki agar memberikan kenyamanan bagi pengunjung , terutama anak anak agar lebih aman dan nyaman.  Kebersihan selalu diutamakan ya. Thank you . Sukses selalu safari Beach Jateng 👍 …",5
Erwinda 997,Recommended banget buat piknik bisa lihat pantai sekalian edukasi anak,5
Jejak Hanif Naufal,"Pantainya bagus banget pemandangan indah
Harga minuman dan makanan terjangkau
Recommended place",5
Muslimin Pekalongan,Tempat Bagus tapi masih dalam tahap pengembangan infrastruktur maupun penambahan wahana,4
We Vlog,No review text,5
Cseries Muria,No review text,5
Rifky Hendrawan,"Ya kalau untuk fasilitas okey, kmrn untuk pertunjukan bagus"", kalau hewan"" Yg di kandang seperti agak kurang aja sih, tp mungkin lbh fokus ke pertunjukan sm ke fasilitas yg lain Overall bagus",4
miky herawati,"Rekomendasi baget tempat wisata untuk hiburan anak & keluarga
Spot nyaman super bersih harga tiket msh remonded.
Tapi untuk jajanan kalo bisa  jgn terlalu mahal buat kawasan wilayah jawa …",5
Dwi Nufus,"Libur lebaran.
Harga tiket 70.000,/org.
masih dalam konstruksi. …",2
Aziz Purbian,"Bagus buat anak2,sangat murah",5
Beni Putra,"Sangat rekomendasi untuk tempat wisatanya sangat cocok untuk keluarga.adem,enak buat santai2.",5
Willy Kim,Liburan d Pantai,4
santo ratna,Tempat bagus & bersih,5
Tan Siok Tjien,No review text,5
lavita ebella,"Tempat wisata edukasi yg Recommended buat di datengin, tiketnya murah bgt, udh include pertunjukan atraksi lumba"" + atraksi burung
Semua pegawai dan staf sangat ramah, pantainya juga bersih dan cakep, ga kalah …",5
Bloods one,No review text,5
hamamul mutaqin,No review text,5
Keysha Adventure,"YouTube ""Keysha Adventure""",5
Adi Prasetyo,"Parkir lega, Pantai bersih, Aneka jajanan bervariatif, Arena pertunjukan lumba lumba & binatang yang menarik juga ada pertunjukan badut.. membuat anak² betah bermain.",3
Mas Vito,refresing dan edukasi anak,5
anisa Toeryanto,Bagus,5
Dimas Aditya,"Beli degan yg dikasih kelapa..
Keras gk ada lembut²nya dan harganya ngeri.. mending beli kelapa langsung aja di pasar ketauan emang kelapa bukan degan.
Tennant yang seperti ini tolong dikontrol dong",2
Satrio Trisetyo,Mahal tiket masuk 70rb..makanan jg ga enak enak..kelapa muda 25rb tp trnyta kelapanya tua dan keras daging kelapanya.mau masuk area burung harus bayar lagi 10rb per org..pkoknya mengecewakan sekali..,1
Fatchu Ruroh,"Tempat nya bagus,,
Cocok buat anak anak dan dewasa",5
Mukhsin Spdsd,"Tempat wisata yg cocok buat santai, ada pertunjukan satwanya, tempatnya bersih, bisa main di pantai.
Pokoknya topmarkotop!",4
Arif Arshifa 91,menyenangkan,4
M Mahfudz,No review text,4
ERWIN Lee Rick,Itu adalah hari-hari yang kejam,4
Yafi Abdullah,No review text,5
dwita intani,"Lmyan bagus utk zoo nya,,binatang nya jg lmyan lengkap,, fasilitas kamar mandi bersih,,saran buat foto dilumba2 misal 1 keluarga jgn dihitung per orang jd biar ga mahal",5
Dwi Prastuti,Cocok untuk quality time with fams,4
Irma Nuryani,"Wisata edukasi tng satwa di tepi pantai dengan banyak cafe bar yang menyenangkan. Cocok untuk segala usia. Ada burung, kelinci, lumba2, gajah, onta, harimau, ular, kuda nil, zebra, dll. Dikemas dengan beberapa atraksi seperti lumba, burung …",5
edo wardo,"Yang pasti murah meriah, kalo bisa wahana nya diperbanyak..",4
Ririt Surya ningtyas,No review text,5
Adi Pras,No review text,5
Broth,Puanas Poll tempatnya. Ya namanya juga di pantai. Untuk aneka hewan sangat minim. Hewan …,4
windy el,"Tiket 70k(include 20k voucher untuk beli makanan di dalam)..

Gk boleh bawa makanan dan minuman ke dalam ya.. …",4
Heny Kurniawati,"Tanggal berkunjung : Selasa, 24 April 2023",4
Choirun Nawawi,No review text,5
irnas pratama,Makanan mahal. Jangan bayangkan kayak taman safari puncak. Ini kebun binatang biasa yg sangat kecil.,4
Budhi Judijantoro,Tiket nya terlalu mahal untuk wisata di kota batang,3
Firoh,No review text,3
boentoro kamara,"Terlalu banyak rekreasi, terlalu artifisial, hanya sedikit konservasi",5
Syahrul Amsyah,Lumayan,4
Vidik Regency,No review text,5
Afifah Cahya,Untuk tempatnya bagus dan cocok untuk liburan keluarga namun Bisa di tambahkan taman bermain untuk anak. Dan di fasilitas toiletnya.,4
Arifzay jpr (Arifzaen),Ok fasilitas perlu segera di benahi.. hewan2 perlu penambahan biar sesuai dengan tarifnya,5
feiart,"Murah cuman bayar parkiran aja, gatau apa tiap minggu ada pertunjukan seninya, untuk resto2nya si macem2 dan harganya termsuk lumayan lah, tempatnya cozy banget si dan kapan2 pengen kesana lagi",5
Didit Setyo Nugroho,No review text,5
Elsa Mulyani,"Safari Beach Batang, pengalaman pertama kesini lumayan excited dg beragam show nya. Pengalaman baru juga bersama anak bisa lihat banyak satwa. Banyak pilihan makanan walaupun dg harga yg lumayan di kantong bagi kami hehe tp fasilitasnya …",5
nana 77,No review text,5
Multiware Computer,Bagus nyaman banyak spot buat selfi apa lagi kalau malam hari sangat indah.,5
Devi Vita,"Kesana ketika libur lebaran.
Pertama masuk kawasan Pantai Sigandu bayar 5k per org lalu
Tiket Masuk Safari 70k per org, …",4
Yoko,"25-04-23 momen libur lebaran htm 70k, dapat vocer 20k utk makan di area wisata, anak diatas 2th byr full. Lokasi mudah dijangkau dgn motor, mobil maupun bus. Koleksi hewan tidak terlalu banyak tp cukup utk menghibur anak2, ditambah dgn …",4
Retno Widiono,No review text,4
Rifai Ahmad,No review text,5
Atik Maftuhah,Fun banget.. Tiap sabtu (malming) ada fire dance show bagus bangeet.. Yang pertunjukan hewan dan dolphin siang hr uda sering liat.. Kalau sore after 16.30 maen di pantai sambil santai dan bs makan makan di food stall nya,5
Herie Gunawan,"SANGAT MENGECEWAKAN...UNTUK WAHANA YG SANGAT MINIM BENAR2 TIDAK MEMUASKAN.. HARGA TIKET MASUK RELATIF MAHAL, PELAYANAN JELEK , TUKANG PARKIR NYARIIN TEMPAT PARKIR GAK DAPET EHH DITINGGAL KABUR",1
Asmo Rembang2,No review text,5
Indah Amanda Maharani,No review text,3
Dina Ardiana,Untuk hari raya HTM 70rb klo hri biasa 50rb...cukup menghibur utk para satwanya.. Utk mkn lbih ccok bakso malangnya... Dh bolak balik ksna krn lmyan dekat.. Parkir jg luas ... Ok lah utk sthun skali atatu 4bln skali... Krnklo tiap minggu dompet jebol🤣 …,4
Monika Tjee,No review text,5
Dwi Kurniawan,"Parkir luas, sebaiknya kalo kesini disesuaikan sama jadwal pertunjukan, soalnya pertunjukan satwa sesuai jadwal. Tiket cukup bayar sekali sudah bisa menikmati seluruh pertunjukan satwa disini.",3
Jaya Kuncara,Nyaman untuk piknik keluarga. Bersih tempatnya,5
ISA XECIXO CHANEL,Bangga punya taman sebagus dan semurah ini the best pokok.e kotaku,5
Uly Nainggolan,No review text,5
only for me,No review text,5
Singgih Lukito,Bagus. Bersih. Anak saya suka sekali.,5
Maju Jaya,Tempat bagus & bersih,5
Ramlia Kaban,"Tiket masuknya cukup terjangkau. Pantainya bagus dan mempunyai pasir yang halus, cukup aman utk mandi. Ada stan makanan yg tertata dgn baik dan bisa duduk2 santai. Arena dolphin show ok juga. Cuma bau di area binatang lumayan menyengat. Secara umum layak utk berwisata sambil menikmati arena show ikan dan binatang. 👍👍 …",5
Black_Jowo,"Semua bagus, cuma makanan yang ada didalam area super mahal.",4
T SUKI,No review text,4
Sylvia De Laura,Saya bersenang-senang.,5
Shafina Kurnia,"Nice place
Track mau ke dolphinnya berdebu sayangnya. Alangkah bagusnya kalau ada track/pavingnya mksh",5
AGRI & NIA ARGA IRGI,Keren,5
Teguh Suprijanto,No review text,5
Warna Abadi,No review text,5
ismail eko,No review text,4
Nugroho Sigit Pamungkas,No review text,5
Denny Rahma,No review text,5
Halimah Hamisya,Rmh smg tp hampir tiap minggu ksni ...😁 …,5
Peop Sinaga,"Ga bosen kesini karena setiap kesini satwanya nambah dan jajan ga susah, beli oleh boneka di safari store terjangkau, pantai ga lupa langsung nyemplung mandi hehhee,",5
abdul hamka,No review text,5
Bagoes Sentosa,No review text,5
heru_hore,No review text,5
Bakol Sule,Bagus,5
mirna tiyas,No review text,5
Ayu,Kayaknya ini dulu dolphin center bukan ya? Tempatnya lumayan luas plus pemandangan langsung ke laut lepas. Abis liat satwa bisa banget berjemur dan mandi di pantai. Food court juga menghadap pantai juga dan mayan rindang. Tiket masuk 50 …,3
Mulyono S. Baskoro,Tempat yang menyenangkan....,5
Sugeng Riyadi,Tempat yang bagus untuk rekreasi keluarga. Anak - anak suka. Parkir luas. Customer services baik. …,5
Bejo Bejo,No review text,5
Makhsus Roy,No review text,4
Anthon Budihardjo,No review text,5
Emy Poerwanti,Bagus dan nyaman buat cucu saya yang msh batita...,5
Rhafa x.eruption,"Oke lah gue kasih bintang 5, meski hewannya blm lengkap, meski mau foto pakai HP sendiri perlu bayar, tp intinya emg semua itu buat percepatan pengembangan dan kelengkapan taman safarinya sih. At least untuk suatu wisata edukasi yg masih jauh dr selesai, kondisi saat ini sdh sgt worth it, puas liburan ultah pertama anak kemarin 👍 …",5
Ferry Tama,"Sedang dalam proses renovasi, semoga kedepannya semakin banyak binatang2 nya dan bisa diperluas lagi tempatnya",4
arisa mazuka,No review text,5
Endro Eno Febrian,Masih kurang lengkap,5
Veranika Nadya,No review text,4
pujangga kelana,No review text,1
Rondiya Sari,"Kesana pas Maret 2023. Tiket dewasa 50k ada voucher makan 10k. Show lumba-lumbanya seru banget, para petugasnya juga ramah. Anak-anak bisa liat berbagai macam hewan. Kebetulan ke sana pas rame anak TK. jadi show lumba-lumba cepet, jedanya …",5
Supri Yanto,No review text,5
Lulu Uljanah,"Lagi proses pembangunan, tempat lumayan bagus,rapih,bersih untuk hewan masih kurang lengkap ya,ada gajah,kuda,aneka burung,lumba2,unta,kerbau,monyet,untuk makanan juga masih beberapa pilihan saja,semoga kedepannya makin bagus, tiket pertma …",4
Dyah Sulistyani,No review text,5
Nur Fajriah,No review text,5
Satriyo Eko Nugroho,Murah dan masih banyak pengembangan,5
wahidatun nafiah,"Tempatnya bagus lengkap banyak edukasi buat anak2
Saya merekomendasikan tempat ini buat dikunjungi",5
Vera Oktaviani,No review text,3
indah mustika rini,Cocok untuk liburan keluarga.. Hewannya macamnya kurang banyak ya.. Masih dalam perbaikan ya tadi.,5
Muhamad Syafii,Untuk tiket 50rb agak mahal yaa Krn anak2 2 tahun bayar penuh.. tempat nyaman bersih makanan enak2 tp agak mahal juga.. utk minizoo nya lmyn lengkap anak2 suka...,4
KuyBiba,No review text,5
Dalban 705,No review text,5
IRVAN ADITIAWAN,No review text,5
Achmad Dwi Saputro,Mantapppp,5
Muchammad Sjahid,"Hiburan yg mengedukasi anak tentang jenis-2 fauna, semoga ke depan semakin bisa ditingkatkan fasilitas dan keramahan karyawan dalam melayani pengunjung",4
Rafyon Sani,No review text,5
Elvira Sinta,No review text,5
Aditya Rizqi,Terima kasih...,3
Dwi Karyo,Adem tempatnya,5
wiguna ban variasi,Sesuai,5
Lintang Pnjrn,"Tempat nya asik buat piknik sama anak2, sayang nya hewan nya sedikit mgkn krna masih pembangunan kandang kali ya, trs utk harga makanan nya mayan mahal sih tp dpt voucher 10k/org…",4
iin safila,"Pas datang sudah kesorean jadi atraksi yang ada tinggal lumba2 aja dan bayarnya tetap sama 50rb per orang, kalo cuma ke area pantai 10rb aja. Makanan dan minuman standar  kamar mandi cukup banyak",4
Wahyu Nilam,No review text,5
Digital Pernikahan,"Pantainya sangat luas dan bersih
Terdapat banyak binatang'nya juga
Dan udaranya sangat sejuk bila pagi hari
Cocok buat hiling'",5
qiran,"Datanglah di jam2 pertunjukan lumba lumba dan hewan, jadi tidak sayang bayar uang masuk 50k, mau foto sama lumba-lumba bayar lagi 25k, fotonya cuma sebentar banget karena harus gantian, mau naik gajah 25k, unta 20k. Mungkin karena sekarang …",4
